query, wos_id, wos_title, PMID, search_result_rank, solr_score,Select
http://www.hcahpsonline.org/home.aspx,WOS:A1998YK83600069,"Udell, J 1998 HTTP authentication BYTE",NA,2,4.937133,
https://www.medicare.gov/hospitalcompare/about/what-is-HOS.html,WOS:000074088900041,"Laurance, J 1998 This is what the game is about LANCET",9734906,1,6.2670755,
https://www.medicare.gov/hospitalcompare/about/what-is-HOS.html,WOS:000225899700034,"Halkin, H 2005 What is Cynthia Ozick about? COMMENTARY",NA,2,6.226842,
Jena AB1 Goldman D2 Karaca-Mandic P3. 2016 Jul 1. Hospital Prescribing of Opioids to Medicare Beneficiaries JAMA Intern Med. 176(7):990-7. doi: 10.1001/jamainternmed.2016.2737.,WOS:000379039700025,"Jena, Anupam B. Jena, Anupam B. Jena, Anupam B. Goldman, Dana Goldman, Dana Karaca-Mandic, Pinar 2016 Hospital Prescribing of Opioids to Medicare Beneficiaries JAMA INTERNAL MEDICINE",27294595,1,22.221405,X
Jena AB1 Goldman D2 Karaca-Mandic P3. 2016 Jul 1. Hospital Prescribing of Opioids to Medicare Beneficiaries JAMA Intern Med. 176(7):990-7. doi: 10.1001/jamainternmed.2016.2737.,WOS:000332154200001,"Jena, Anupam B. Karaca-Mandic, Pinar Jena, Anupam B. Weaver, Lesley Goldman, Dana Jena, Anupam B. 2014 Opioid prescribing by multiple providers in Medicare: retrospective observational study of insurance claims BMJ-BRITISH MEDICAL JOURNAL",24553363,2,11.826092,
Jena AB1 Goldman D2 Karaca-Mandic P3. 2016 Jul 1. Hospital Prescribing of Opioids to Medicare Beneficiaries JAMA Intern Med. 176(7):990-7. doi: 10.1001/jamainternmed.2016.2737.,WOS:000379039700025,"Jena, Anupam B. Jena, Anupam B. Jena, Anupam B. Goldman, Dana Goldman, Dana Karaca-Mandic, Pinar 2016 Hospital Prescribing of Opioids to Medicare Beneficiaries JAMA INTERNAL MEDICINE",27294595,1,22.221405,X
Jena AB1 Goldman D2 Karaca-Mandic P3. 2016 Jul 1. Hospital Prescribing of Opioids to Medicare Beneficiaries JAMA Intern Med. 176(7):990-7. doi: 10.1001/jamainternmed.2016.2737.,WOS:000332154200001,"Jena, Anupam B. Karaca-Mandic, Pinar Jena, Anupam B. Weaver, Lesley Goldman, Dana Jena, Anupam B. 2014 Opioid prescribing by multiple providers in Medicare: retrospective observational study of insurance claims BMJ-BRITISH MEDICAL JOURNAL",24553363,2,11.826092,
Chughtai M1 Jauregui JJ1 Mistry JB1 Elmallah RK1 Diedrich AM1 Bonutti PM2 Delanois R1 Mont MA1.,WOS:000386747900009,"Chughtai, Morad Mistry, Jaydev B. Bonutti, Peter M. Elmallah, Randa K. Delanois, Ronald E. Le, Sidney Mont, Michael A. 2016 What Influences How Patients Rate Their Hospital After Total Hip Arthroplasty? JOURNAL OF ARTHROPLASTY",27155998,1,13.059692,
Chughtai M1 Jauregui JJ1 Mistry JB1 Elmallah RK1 Diedrich AM1 Bonutti PM2 Delanois R1 Mont MA1.,WOS:000382930700019,"Chughtai, Morad Kolisek, Frank R. Malkani, Arthur L. Harwin, Steven F. Diedrich, Aloise M. Bonutti, Peter M. Mistry, Jaydev B. Mont, Michael A. Elmallah, Randa K. Jauregui, Julio J. 2016 Low Frequency of Early Complications With Dual-mobility Acetabular Cups in Cementless Primary THA CLINICAL ORTHOPAEDICS AND RELATED RESEARCH",27106128,2,12.053396,
Substance Abuse and Mental Health Services Administration. 2017. Results from the 2016 National Survey on,WOS:A1988Q405900001,"GOLDMAN, W 1988 MENTAL-HEALTH AND SUBSTANCE ABUSE SERVICES IN HMOS ADMINISTRATION IN MENTAL HEALTH",NA,1,12.508306,
Substance Abuse and Mental Health Services Administration. 2017. Results from the 2016 National Survey on,WOS:000227771300009,"Cavanaugh, DA 2005 Substance abuse and mental health services for children and adolescents ADMINISTRATION AND POLICY IN MENTAL HEALTH",15844859,2,11.405978,
What America's Users Spend on Illegal Drugs: 2000-2010 RAND for ONDCP Fen 2014,WOS:000086428200005,"Ewing, K 2000 Spend, spend, spend WORLD TODAY",NA,1,9.100243,
What America's Users Spend on Illegal Drugs: 2000-2010 RAND for ONDCP Fen 2014,WOS:000363931100001,"Reuter, Peter 2010 Understanding the Demand for Illegal Drugs Committee on Understanding and Controlling the Demand for Illegal Drugs Preface UNDERSTANDING THE DEMAND FOR ILLEGAL DRUGS",NA,2,8.383092,
U.S. Department of Justice Drug Enforcement Administration. STARLiMS forensic drug chemistry database. Analysis by ONDCP on export through May 15 2017. These counts are not representative off all seized fentanyl tablets and capsules in the United States (or specific geographic regions) but are representative of all evidence submitted and analyzed by DEA laboratories from domestic sources.,WOS:A1994QA59800002,"KLEIN, RFX PERILLO, BA FRANZOSA, ES 1994 RECENT ADVANCES BY THE US-DRUG-ENFORCEMENT-ADMINISTRATION IN DRUG SIGNATURE AND COMPARATIVE-ANALYSIS FORENSIC SCIENCE INTERNATIONAL",NA,1,13.927978,
U.S. Department of Justice Drug Enforcement Administration. STARLiMS forensic drug chemistry database. Analysis by ONDCP on export through May 15 2017. These counts are not representative off all seized fentanyl tablets and capsules in the United States (or specific geographic regions) but are representative of all evidence submitted and analyzed by DEA laboratories from domestic sources.,WOS:000072560700025,"Arenilla, L 1998 Not all drug addicts are incurable QUINZAINE LITTERAIRE",NA,2,13.472224,
Kyle Soska and Nicolas Christin Measuring the Longitudinal Evolution of t he Online Anonymous Marketplace Ecosystem Carnegie Mellon University August 13 2015 Accessed on September 19 2016 http://www.usinex.org/conference/usinexsecurity15/technical-sessions/presentation/soska.,WOS:000333990500017,"Christin, Nicolas Christin, Nicolas 2014 Commentary on Barratt et al. (2014): Steps towards characterizing online anonymous drug marketplace customers ADDICTION",24720826,1,12.834714,
Kyle Soska and Nicolas Christin Measuring the Longitudinal Evolution of t he Online Anonymous Marketplace Ecosystem Carnegie Mellon University August 13 2015 Accessed on September 19 2016 http://www.usinex.org/conference/usinexsecurity15/technical-sessions/presentation/soska.,WOS:000407634000695,"Soska, Vladimir Soska, Vladimir Kovar, Jan Freiberger, Tomas Tichy, Lukas Kyselak, Ondrej Soska, Vladimir Soska, Vladimir 2017 ATYPICAL PHENOTYPE OF HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA ATHEROSCLEROSIS",NA,2,11.428617,
Madras BK. The Surge of Opioid Use Addiction and Overdoses: Responsibility and Response of the US Health Care System. JAMA Psychiatry. 2017 May1;74(5):441-442.,WOS:000400464300006,"Madras, Bertha K. 2017 The Surge of Opioid Use, Addiction, and Overdoses Responsibility and Response of the US Health Care System JAMA PSYCHIATRY",28355456,1,26.447613,X
Madras BK. The Surge of Opioid Use Addiction and Overdoses: Responsibility and Response of the US Health Care System. JAMA Psychiatry. 2017 May1;74(5):441-442.,WOS:000409393600026,"Madras, Bertha K. 2017 Ineffective Policies to Address the Opioid Epidemic Reply JAMA PSYCHIATRY",28793148,2,11.336351,
Madras BK Compton WM Avula D Stegbauer T Stein JB Clark HW. Screening brief interventions referral to treatment (SBIRT) for illicit drug and alcohol use at multiple healthcare sites: comparison at intake and 6 months later. Drug Alcohol Depend. 2009 Jan 1;99(1-3):280-95.,WOS:000262700500031,"Avula, Deepa Stegbauer, Tom Madras, Bertha K. Stein, Jack B. Clark, H. Westley Compton, Wilson A. 2009 Screening, brief interventions, referral to treatment (SBIRT) for illicit drug and alcohol use at multiple healthcare sites: Comparison at intake and 6 months later DRUG AND ALCOHOL DEPENDENCE",18929451,1,38.618763,X
Madras BK Compton WM Avula D Stegbauer T Stein JB Clark HW. Screening brief interventions referral to treatment (SBIRT) for illicit drug and alcohol use at multiple healthcare sites: comparison at intake and 6 months later. Drug Alcohol Depend. 2009 Jan 1;99(1-3):280-95.,WOS:000085355500001,"Compton, WM 2000 Cocaine use and HIV risk in out of treatment drug abusers DRUG AND ALCOHOL DEPENDENCE",10759031,2,14.916759,
NIDA. 2012 December 1. Principles of Drug Addiction Treatment: A Research-Based Guide (Third Edition). Retrieved from https://www.drugabuse.gov/publications/principles-drug-addiction-treatment-research-basedguide-third-edition on 2017 September 6,WOS:000300642500014,"Stuber, GL 2011 Principles of Mobile Communication, Third Edition PRINCIPLES OF MOBILE COMMUNICATION, THIRD EDITION",NA,1,16.228132,
NIDA. 2012 December 1. Principles of Drug Addiction Treatment: A Research-Based Guide (Third Edition). Retrieved from https://www.drugabuse.gov/publications/principles-drug-addiction-treatment-research-basedguide-third-edition on 2017 September 6,WOS:000307047800036,"Senbanjo, Richard 2012 COMMUNITY TREATMENT OF DRUG MISUSE: MORE THAN METHADONE, 2nd edition ADDICTION",NA,2,15.620497,
Glasner-Edwards S. Rawson R. 2010. Evidence-based practices in addiction treatment: Review and recommendations for public policy. Health Policy. 97. 93-104,WOS:000282111300001,"Glasner-Edwards, Suzette Rawson, Richard 2010 Evidence-based practices in addiction treatment: Review and recommendations for public policy HEALTH POLICY",20557970,1,25.804806,X
Glasner-Edwards S. Rawson R. 2010. Evidence-based practices in addiction treatment: Review and recommendations for public policy. Health Policy. 97. 93-104,WOS:000208611300012,"Tonry, Michael 2010 Public criminology and evidence-based policy CRIMINOLOGY & PUBLIC POLICY",NA,2,12.445061,
Miller S. M. Moulton S. 2014. Publicness in Policy Environments: A Multilevel Analysis of Substance Abuse Treatment Services Journal of Public Administration Research and Theory 2014 24 3 553,WOS:000338761900002,"Miller, Susan M. Moulton, Stephanie 2014 Publicness in Policy Environments: A Multilevel Analysis of Substance Abuse Treatment Services JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY",NA,1,26.362823,X
Miller S. M. Moulton S. 2014. Publicness in Policy Environments: A Multilevel Analysis of Substance Abuse Treatment Services Journal of Public Administration Research and Theory 2014 24 3 553,WOS:000285192800004,"Bozeman, Barry Moulton, Stephanie 2011 The Publicness of Policy Environments: An Evaluation of Subprime Mortgage Lending JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY",NA,2,14.431428,
Summary of treatment requirements provided by Dr Shelly Greenfield McLean Hospital.,WOS:000267455800003,"Grella, Christine E. Greenfield, Shelly F. Greenfield, Shelly F. 2009 What Is Women-Focused Treatment for Substance Use Disorders? PSYCHIATRIC SERVICES",19564216,1,7.367153,
Summary of treatment requirements provided by Dr Shelly Greenfield McLean Hospital.,WOS:000351441700001,"Weiss, Roger D. Greenfield, Shelly F. Greenfield, Shelly F. Weiss, Roger D. 2015 Introduction HARVARD REVIEW OF PSYCHIATRY",25747919,2,7.0894628,
Lorman W.J. 2013. Maintaining Sobriety and Recovery Nursing Clinics of North America 2013 48 3 437 ,WOS:000325234400007,"Lorman, William J. Lorman, William J. 2013 Maintaining Sobriety and Recovery NURSING CLINICS OF NORTH AMERICA",23998769,1,21.819042,X
Lorman W.J. 2013. Maintaining Sobriety and Recovery Nursing Clinics of North America 2013 48 3 437 ,WOS:000328917100005,"Subasic, Kim 2013 Hypertrophic Cardiomyopathy NURSING CLINICS OF NORTH AMERICA",24295188,2,11.5251255,
Duffy P. Baldwin H. 2013. Recovery post treatment: plans barriers and motivators Substance Abuse,WOS:000315568700001,"Duffy, Paul Baldwin, Helen 2013 Recovery post treatment: plans, barriers and motivators SUBSTANCE ABUSE TREATMENT PREVENTION AND POLICY",23363550,1,21.643557,X
Duffy P. Baldwin H. 2013. Recovery post treatment: plans barriers and motivators Substance Abuse,WOS:000072444500008,"Room, JA 1998 Work and identity in substance abuse recovery JOURNAL OF SUBSTANCE ABUSE TREATMENT",9534128,2,9.423518,
Treatment Prevention and Policy 2013 8 1 6 ,WOS:000315568700001,"Duffy, Paul Baldwin, Helen 2013 Recovery post treatment: plans, barriers and motivators SUBSTANCE ABUSE TREATMENT PREVENTION AND POLICY",23363550,1,6.33331,
Treatment Prevention and Policy 2013 8 1 6 ,WOS:000328586200001,"Weber, Christian Soehnlein, Oliver 2013 ATHEROSCLEROSIS Treatment and Prevention Preface ATHEROSCLEROSIS: TREATMENT AND PREVENTION",NA,2,6.2532578,
National Quality Forum. 2017. Behavioral Health 2016-2017: final Technical Report.,WOS:A1988M014100008,"EKINGS, JD 1988 NATIONAL QUALITY FORUM-III - FORUM OVERVIEW QUALITY PROGRESS",NA,1,7.6106043,
National Quality Forum. 2017. Behavioral Health 2016-2017: final Technical Report.,WOS:000406982700005,"Burfeind, William R., Jr. Cipriano, Anthony 2017 National Quality Forum Metrics for Thoracic Surgery THORACIC SURGERY CLINICS",28647070,2,6.9828978,
https://www.qualityforum.org/Publications/2017/08/Behavioral_Health_2016-2017_Final_Report.aspx,WOS:000401282400007,"Williams, Ellen D. 2017 Innovation for impact https://arpa-e.energy.gov MRS BULLETIN",NA,1,5.699534,
https://www.qualityforum.org/Publications/2017/08/Behavioral_Health_2016-2017_Final_Report.aspx,WOS:000404531800012,"Singleton, Alan 2017 Peer Review and Churchill PUBLICATIONS",NA,2,4.6194596,
Garnick D. Horgan C. & Chalk M. 2006. Performance measures for alcohol and other drug services. Alcohol Research & Health 29(1) 19-26Retrieved from https://pubs.niaaa.nih.gov/publications/arh291/19-26.htm,WOS:000304806001228,"Garnick, D. Merrick, E. Reif, S. Quinn, A. Stewart, M. Horgan, C. Hodgkin, D. 2012 ACCESS TO ADDICTION PHARMACOTHERAPY IN PRIVATE HEALTH PLANS ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH",NA,1,6.0615315,
Garnick D. Horgan C. & Chalk M. 2006. Performance measures for alcohol and other drug services. Alcohol Research & Health 29(1) 19-26Retrieved from https://pubs.niaaa.nih.gov/publications/arh291/19-26.htm,WOS:000174116900002,"Garnick, DW Horgan, CM Hodgkin, D 2002 Selecting data sources for substance abuse services research JOURNAL OF SUBSTANCE ABUSE TREATMENT",11849903,2,6.0586486,
Mattick R.P. et al. 2014. Buprenorphine maintenance versus placebo or methadone maintenance for opioid dependence. Cochrane Database Syst Rev (2): p. Cd002207.,WOS:000332082400003,"Davoli, Marina Kimber, Jo Breen, Courtney Mattick, Richard P. 2014 Buprenorphine maintenance versus placebo or methadone maintenance for opioid dependence COCHRANE DATABASE OF SYSTEMATIC REVIEWS",24500948,1,23.658468,X
Mattick R.P. et al. 2014. Buprenorphine maintenance versus placebo or methadone maintenance for opioid dependence. Cochrane Database Syst Rev (2): p. Cd002207.,WOS:000255119900094,"Breen, C. Kimber, J. Davoli, M. Mattick, R. P. 2008 Buprenorphine maintenance versus placebo or methadone maintenance for opioid dependence COCHRANE DATABASE OF SYSTEMATIC REVIEWS",18425880,2,22.803493,
Rosenblum A. et al. Distance traveled and cross-state commuting to opioid treatment programs in the United States. J Environ Public Health 2011. 2011: p. 948789.,WOS:000297983600001,"Brandt, C. Rabinowitz, P. Scotch, M. 2011 State-Level Zoonotic Disease Surveillance in the United States ZOONOSES AND PUBLIC HEALTH",21824354,1,10.4873905,
Rosenblum A. et al. Distance traveled and cross-state commuting to opioid treatment programs in the United States. J Environ Public Health 2011. 2011: p. 948789.,WOS:000264322600010,"Coffin, P. O. 2009 Balancing the costs and benefits of opioid analgesics in the United States PUBLIC HEALTH",19168193,2,9.943208,
Gibson A. et al. 2008. Exposure to opioid maintenance treatment reduces long-term mortality. Addiction 103(3): p. 462-8.,WOS:000252964600018,"Gibson, Amy Ali, Robert O'Brien, Susannah Mattick, Richard P. White, Jason Degenhardt, Louisa 2008 Exposure to opioid maintenance treatment reduces long-term mortality ADDICTION",18190664,1,17.054455,X
Gibson A. et al. 2008. Exposure to opioid maintenance treatment reduces long-term mortality. Addiction 103(3): p. 462-8.,WOS:000079742000015,"Dole, V 1999 Methadone maintenance treatment and other opioid replacement therapies ADDICTION",NA,2,8.657593,
Kermack A. et al. 2017. Buprenorphine prescribing practice trends and attitudes among New York providers. J Subst Abuse Treat 74: p. 1-6.,WOS:000393734400001,"Lee, Joshua D. Flannery, Mara Kermack, Andrea Tofighi, Babak McNeely, Jennifer 2017 Buprenorphine prescribing practice trends and attitudes among New York providers JOURNAL OF SUBSTANCE ABUSE TREATMENT",28132694,1,18.441195,X
Kermack A. et al. 2017. Buprenorphine prescribing practice trends and attitudes among New York providers. J Subst Abuse Treat 74: p. 1-6.,WOS:A1986C617700066,"WAGGENER, J 1986 'TREAT' NEW YORK QUARTERLY",NA,2,8.725178,
Mark T.L. et al. Medicaid coverage of medications to treat alcohol and opioid dependence. J Subst Abuse Treat 2015. 55: p. 1-5.,WOS:000356026900001,"Lubran, Robert Mark, Tami L. Richardson, John McCance-Katz, Elinore F. Chalk, Mady 2015 Medicaid Coverage of Medications to Treat Alcohol and Opioid Dependence JOURNAL OF SUBSTANCE ABUSE TREATMENT",25921475,1,17.625296,X
Mark T.L. et al. Medicaid coverage of medications to treat alcohol and opioid dependence. J Subst Abuse Treat 2015. 55: p. 1-5.,WOS:000250009400027,"Willenbring, Mark L. 2007 Medications to treat alcohol dependence - Adding to the continuum of care JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION",17925523,2,11.6208315,
Bart G. 2012. Maintenance medication for opiate addiction: The foundation of recovery. Journal of Addictive Diseases 31(3) 207-225.,WOS:000307850300003,"Bart, Gavin Bart, Gavin 2012 MAINTENANCE MEDICATION FOR OPIATE ADDICTION: THE FOUNDATION OF RECOVERY JOURNAL OF ADDICTIVE DISEASES",22873183,1,22.124336,X
Bart G. 2012. Maintenance medication for opiate addiction: The foundation of recovery. Journal of Addictive Diseases 31(3) 207-225.,WOS:000307850300002,"White, William L. 2012 MEDICATION-ASSISTED RECOVERY FROM OPIOID ADDICTION: HISTORICAL AND CONTEMPORARY PERSPECTIVES JOURNAL OF ADDICTIVE DISEASES",22873182,2,11.574651,
Fullerton C. A. Kim M. Thomas C. P. Lyman D. R. Montejano L. B. Dougherty R. H. ... Delphin -Rittmon M. E. 2014. Medication-assisted treatment with methadone: Assessing the evidence. Psychiatric Services 65(2) 146-157.,WOS:000330257400005,"Kim, Meelee Delphin-Rittmon, Miriam E. Dougherty, Richard H. Lyman, D. Russell Daniels, Allen S. Thomas, Cindy Parks Ghose, Sushmita Shoma Montejano, Leslie B. Fullerton, Catherine Anne 2014 Medication-Assisted Treatment With Methadone: Assessing the Evidence PSYCHIATRIC SERVICES",24248468,1,27.047369,X
Fullerton C. A. Kim M. Thomas C. P. Lyman D. R. Montejano L. B. Dougherty R. H. ... Delphin -Rittmon M. E. 2014. Medication-assisted treatment with methadone: Assessing the evidence. Psychiatric Services 65(2) 146-157.,WOS:000330257400006,"Lyman, D. Russell Dougherty, Richard H. Daniels, Allen S. Ghose, Sushmita Shoma Delphin-Rittmon, Miriam E. Fullerton, Catherine Anne Montejano, Leslie Thomas, Cindy Parks Kim, Meelee 2014 Medication-Assisted Treatment With Buprenorphine: Assessing the Evidence PSYCHIATRIC SERVICES",24247147,2,25.15554,
MacArthur G. J. Minozzi S. Martin N. Vickerman P. Deren S. Bruneau J. ... Hickman M. 2012. Opiate substitution treatment and HIV transmission in people who inject drugs: Systematic review and meta-analysis. BMJ 345 e5945.,WOS:000309661500001,"Minozzi, Silvia Degenhardt, Louisa MacArthur, Georgie J. Bruneau, Julie Degenhardt, Louisa Deren, Sherry Vickerman, Peter Hickman, Matthew Vickerman, Peter Martin, Natasha Martin, Natasha 2012 Opiate substitution treatment and HIV transmission in people who inject drugs: systematic review and meta-analysis BRITISH MEDICAL JOURNAL",23038795,1,29.757967,X
MacArthur G. J. Minozzi S. Martin N. Vickerman P. Deren S. Bruneau J. ... Hickman M. 2012. Opiate substitution treatment and HIV transmission in people who inject drugs: Systematic review and meta-analysis. BMJ 345 e5945.,WOS:000308862900095,"Bruneau, J. MacArthur, G. J. Minozzi, S. Martin, N. Martin, N. Vickerman, P. Vickerman, P. Davoli, M. Hickman, M. 2012 EVIDENCE FOR THE EFFECTIVENESS OFOPIATE SUBSTITUTION TREATMENT IN RELATION TO HIV TRANSMISSION IN PEOPLE WHO INJECT DRUGS: A SYSTEMATIC REVIEW AND META-ANALYSIS JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH",NA,2,28.939459,
Woody G. E. Bruce D. Korthuis P. T. Chhatre S. Poole S. Hillhouse M. ... Ling W. 2014. HIV risk reduction with buprenorphine-naloxone or methadone: Findings from a randomized trial. Journal of Acquired Immune Deficiency Syndromes 66(3) 288-293.,WOS:000338025800011,"Korthuis, P. Todd Woody, George E. Saxon, Andrew J. Sorensen, James Ling, Walter Metzger, David Bruce, Douglas Hillhouse, Maureen Metzger, David Jacobs, Petra Poole, Sabrina Poole, Sabrina Chhatre, Sumedha Chhatre, Sumedha Woody, George E. 2014 HIV Risk Reduction With Buprenorphine-Naloxone or Methadone: Findings From a Randomized Trial JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES",24751432,1,29.858694,X
Woody G. E. Bruce D. Korthuis P. T. Chhatre S. Poole S. Hillhouse M. ... Ling W. 2014. HIV risk reduction with buprenorphine-naloxone or methadone: Findings from a randomized trial. Journal of Acquired Immune Deficiency Syndromes 66(3) 288-293.,WOS:000345905001071,"Bruce, Douglas Ling, Walter Metzger, David Poole, Sabrina Saxon, Andrew Sorenson, James Jacobs, Petra Hillhouse, Maureen Chhatre, Sumedha Korthuis, P. Todd Woody, George 2014 HIV Risk Reduction With Buprenorphine-Naloxone or Methadone: Findings from A Randomized Trial NEUROPSYCHOPHARMACOLOGY",NA,2,27.026535,
World Health Organization. 2009. Guidelines for the psychosocially assisted pharmacological treatment of opioid dependence. Geneva Switzerland: WHO Press.,WOS:000273790000008,"Lee, K 2009 World Health Organization (WHO) WORLD HEALTH ORGANIZATION (WHO)",NA,1,12.184237,
World Health Organization. 2009. Guidelines for the psychosocially assisted pharmacological treatment of opioid dependence. Geneva Switzerland: WHO Press.,WOS:000372672300018,"McGuire, Shelley McGuire, Shelley 2016 World Cancer Report 2014. Geneva, Switzerland: World Health Organization, International Agency for Research on Cancer, WHO Press, 2015 ADVANCES IN NUTRITION",26980827,2,11.612057,
Schwartz R. P. Jaffe J. H. O'Grady K. E. Kinlock T. W. Gordon M. S. Kelly S. M. Ahmed A. 2009. Interim methadone treatment: Impact on arrests. Drug and Alcohol Dependence 103(3) 148-154.,WOS:000268058200008,"Kinlock, Timothy W. O'Grady, Kevin E. Gordon, Michael S. Jaffe, Jerome H. Jaffe, Jerome H. Schwartz, Robert R. Wilson, Monique E. Kinlock, Timothy W. Ahmed, Ashraf Schwartz, Robert R. Kelly, Sharon M. 2009 Interim methadone treatment: Impact on arrests DRUG AND ALCOHOL DEPENDENCE",19443133,1,26.549978,X
Schwartz R. P. Jaffe J. H. O'Grady K. E. Kinlock T. W. Gordon M. S. Kelly S. M. Ahmed A. 2009. Interim methadone treatment: Impact on arrests. Drug and Alcohol Dependence 103(3) 148-154.,WOS:000365057000018,"Schwartz, Robert P. Vocci, Frank J. Jaffe, Jerome H. Gordon, Michael S. Wilson, Monique E. O'Grady, Kevin E. Fitzgerald, Terrence T. Jaffe, Jerome H. Kinlock, Timothy W. Kinlock, Timothy W. Gordon, Michael S. 2015 Buprenorphine dose induction in non-opioid-tolerant pre-release prisoners DRUG AND ALCOHOL DEPENDENCE",26409751,2,15.8799715,
Soyka M. Trder A. Klotsche J. Haberthr A. Bhringer G. Rehm J. & Wittchen H. U. (2012). Criminal behavior in opioid-dependent patients before and during maintenance therapy: 6-year follow-up of a nationally representative cohort sample. Journal of Forensic Sciences 57(6) 1524-1530.,WOS:000320856400021,"Rehm, J. Rehm, J. Rehm, J. Roerecke, M. Roerecke, M. Rehm, J. Rehm, J. 2013 Reduction of Drinking in Problem Drinkers and All-Cause Mortality ALCOHOL AND ALCOHOLISM",23531718,1,7.9663014,
Soyka M. Trder A. Klotsche J. Haberthr A. Bhringer G. Rehm J. & Wittchen H. U. (2012). Criminal behavior in opioid-dependent patients before and during maintenance therapy: 6-year follow-up of a nationally representative cohort sample. Journal of Forensic Sciences 57(6) 1524-1530.,WOS:000266882700004,"Gerlich, M. G. Rehm, J. Rehm, J. Rehm, J. Kleger, G. R. Rickli, H. Luescher, T. F. Maggiorini, M. Gmel, G. Kraemer, A. Gerlich, M. G. Rehm, J. 2009 Patterns of Alcohol Consumption and Acute Myocardial Infarction: A Case-Crossover Analysis EUROPEAN ADDICTION RESEARCH",19390198,2,7.951235,
Friedmann PD Hoskinson R Jr Gordon M Schwartz R et al. (2012). Medication-Assisted Treatment in criminal justice agencies affiliated with the Criminal Justice-drug Abuse Treatment Studies (CJ-DATS): Availability barriers and intentions. Subst Abuse. 33:9-18.,WOS:000302609500003,"Sacks, Stanley Hall, Elizabeth Gordon, Michael Friedmann, Peter D. Flynn, Patrick M. Welsh, Wayne N. Shafer, Michael S. Knudsen, Hannah K. Kinlock, Timothy Schwartz, Robert O'Connell, Daniel J. Hoskinson, Randall, Jr. Frisman, Linda K. Welsh, Wayne N. Friedmann, Peter D. Stein, Lynda A. R. Knight, Kevin 2012 Medication-Assisted Treatment in Criminal Justice Agencies Affiliated with the Criminal Justice-Drug Abuse Treatment Studies (CJ-DATS): Availability, Barriers, and Intentions SUBSTANCE ABUSE",22263709,1,30.448507,X
Friedmann PD Hoskinson R Jr Gordon M Schwartz R et al. (2012). Medication-Assisted Treatment in criminal justice agencies affiliated with the Criminal Justice-drug Abuse Treatment Studies (CJ-DATS): Availability barriers and intentions. Subst Abuse. 33:9-18.,WOS:000245408300002,"Wexler, Harry K. Fletcher, Bennett W. 2007 National Criminal Justice Drug Abuse Treatment Studies (CJ-DATS) overview PRISON JOURNAL",NA,2,20.917704,
Belenko S. et al. (2013). Treating Substance Use Disorders in the Criminal Justice System. Curr Psychiatry Rep. 15(11).,WOS:000326187300011,"Hiller, Matthew Hamilton, Leah Belenko, Steven 2013 Treating Substance Use Disorders in the Criminal Justice System CURRENT PSYCHIATRY REPORTS",24132733,1,17.910591,X
Belenko S. et al. (2013). Treating Substance Use Disorders in the Criminal Justice System. Curr Psychiatry Rep. 15(11).,WOS:000180870000007,"Dembo, R Belenko, S 2003 Treating adolescent substance abuse problems in the juvenile drug court INTERNATIONAL JOURNAL OF LAW AND PSYCHIATRY",12554002,2,9.611711,
McMillan G.P. Lapham S.C. (2005). Staff perspectives on methadone maintenance therapy (MMT) in a large southwestern jail. Addict Res Theory. 13:53-63.,WOS:000226662400005,"McMillan, GP Lapham, SC 2005 Staff perspectives on methadone maintenance therapy (MMT) in a large southwestern jail ADDICTION RESEARCH & THEORY",NA,1,29.18746,X
McMillan G.P. Lapham S.C. (2005). Staff perspectives on methadone maintenance therapy (MMT) in a large southwestern jail. Addict Res Theory. 13:53-63.,WOS:000260731700024,"Lapham, Sandra McMillan, Garnett P. Lackey, Michael 2008 The effect of a jail methadone maintenance therapy (MMT) program on inmate recidivism ADDICTION",19469745,2,15.652367,
Center for Behavioral Health Statistics and Quality. 2017. Key substance use and mental health indicators in the,WOS:000300550100001,"Rosenberg, Linda 2011 Addressing Trauma in Mental Health and Substance Use Treatment JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH",21874392,1,11.123998,
Center for Behavioral Health Statistics and Quality. 2017. Key substance use and mental health indicators in the,WOS:000412879800001,"Parrish, Evelyn 2017 History of champions for changes in mental health and substance use parity PERSPECTIVES IN PSYCHIATRIC CARE",NA,2,10.168022,
Marlowe D Hardin C Fox C. 2016. Painting the Current Picture: A National Report on Drug Courts and Other Problem-Solving Courts in the United States National Drug Court Institute. Alexandria VA. Retrieved from https://www.ndci.org/wp-content/uploads/2016/05/Painting-the-Current-Picture-2016.pdf,WOS:A1984TQ11800014,"HARVEY, J 1984 PAINTING THE WRONG PICTURE ENGINEER",NA,1,14.776969,
