ID,Citing Source Item,Cited Source Item Number,DocumentID,Type,ID,DOI,WOS,PMID,Note,Reference,
82,GAO/GGD-97-42,Table II.3: h,115,Article,,,WOS:A1994QM23100003,7734464,,"Steven Shoptaw et al., “The Matrix Model of Outpatient Stimulant Abuse Treatment: Evidence of Efficacy,” Journal of Addictive Diseases, 13:4 (1994), 129-41.",
83,GAO/GGD-97-42,Table II.3: i,106,Monograph,,,,8289906,,"Richard Rawson et al., “Neurobehavioral Treatment for Cocaine Dependency: A Preliminary Evaluation,” Cocaine Treatment: Research and Clinical Perspectives. National Institute on Drug Abuse Research Monograph #135 (Rockville, Md.: National Institute on Drug Abuse, 1993), pp. 92-115.",
84,GAO/GGD-97-42,Table II.3: j.1,7,Article,,,WOS:A1995RH46500004,7562262,,"Andrew Rosenblum et al., “Treatment Intensity and Reduction in Drug Use for Cocaine-Dependent Methadone Patients: A Dose Response Relationship.”",
85,GAO/GGD-97-42,Table II.3: j.2,8,Conference Proceeding,,,,,Not found in Wos,"Andrew Rosenblum et al., “Treatment Intensity and Reduction in Drug Use for Cocaine-Dependent Methadone Patients: A Dose Response Relationship.” A prior version of this paper was presented at the American Society of Addiction Medicine Annual Conference, New York, N.Y., April 1994.",
86,GAO/GGD-97-42,Table II.3: k,114,Article,,,WOS:A1994QM23100004,7734465,,"Stephen Magura et al., “Neurobehavioral Treatment for Cocaine-Using Methadone Patients: A Preliminary Report,” Journal of Addictive Diseases, 13:4 (1994), 143-60.",
111,GAO/GGD/HEHS-98-140,1,1,Report,,,,,,"“Summary of State Laws and Regulations Relating to Distilled Spirits,” 29th edition, 1996.",
112,GAO/GGD/HEHS-98-140,2,,Comment,,,,,,OMIT,
113,GAO/GGD/HEHS-98-140,3,,Comment,,,,,,OMIT,
114,GAO/GGD/HEHS-98-140,4,,Comment,,,,,,OMIT,
115,GAO/GGD/HEHS-98-140,5,,Comment,,,,,,OMIT,
116,GAO/GGD/HEHS-98-140,6,99,Report,,,,,Not found in WoS,"NIAAA, “Prevention of Alcohol Problems,” Chapter 9 of Alcohol and Health: Ninth Special Report to the U.S. Congress, U.S. Department of Health and Human Services, June 1997, pp. 301-327.",
117,GAO/GGD/HEHS-98-140,7,,Comment,,,,,,OMIT,
118,GAO/GGD/HEHS-98-140,8,,Comment,,,,,,OMIT,
119,GAO/GGD/HEHS-98-140,9,,Comment,,,,,,OMIT,
120,GAO/GGD/HEHS-98-140,10,,Comment,,,,,,OMIT,
121,GAO/GGD/HEHS-98-140,11,,Comment,,,,,,OMIT,
122,GAO/GGD/HEHS-98-140,12,,Comment,,,,,,OMIT,
123,GAO/GGD/HEHS-98-140,13,,Comment,,,,,,OMIT,
124,GAO/GGD/HEHS-98-140,14,,Comment,,,,,,OMIT,
127,GAO/GGD/HEHS-98-140,16,,Comment,,,,,,OMIT,
128,GAO/GGD/HEHS-98-140,17,,Comment,,,,,,OMIT,
129,GAO/GGD/HEHS-98-140,18,,Comment,,,,,,OMIT,
130,GAO/GGD/HEHS-98-140,19,,Comment,,,,,,OMIT,
131,GAO/GGD/HEHS-98-140,20,,Comment,,,,,,OMIT,
132,GAO/GGD/HEHS-98-140,21,,Comment,,,,,,OMIT,
133,GAO/GGD/HEHS-98-140,22,,Comment,,,,,,OMIT,
134,GAO/GGD/HEHS-98-140,23,56,Article,,,WOS:A1995QR05900029,,,"Gilbert J. Botvin et al., “Long-term Follow-up Results of a Randomized Drug Abuse Prevention Trial in a White Middle-Class Population,” Journal of the American Medical Association, 273:14 (1995), pp. 1106-12.",
135,GAO/GGD/HEHS-98-140,24,99,Report,,,,,Not found in WoS,"NIAAA, “Prevention of Alcohol Problems,” Chapter 9 of Alcohol and Health: Ninth Special Report to the U.S. Congress, U.S. Department of Health and Human Services, pp. 305-306, 1997.",
138,GAO/GGD/HEHS-98-140,25,3,Litigation,,,,,,"44 Liquormart v. Rhode Island, 517 U.S. 484 (1996)",
139,GAO/GGD/HEHS-98-140,26,,Comment,,,,,,OMIT,
140,GAO/GGD/HEHS-98-140,27,36,Legislation,,,,,,District’s Fiscal Year 1998 Appropriations Act,
141,GAO/GGD/HEHS-98-140,28,105,Article,,,,,Not found in WoS,"Ralph Hingson, “Prevention of Alcohol-Impaired Driving,” Alcohol Health and Research World, Vol. 17, No. 1(1993), pp. 28-34.",
142,GAO/GGD/HEHS-98-140,29,65,Legislation,,,,,,Intermodal Surface Transportation Efficiency Act of 1998.,
143,GAO/GGD/HEHS-98-140,30,5,Journal Issue,,,,,Not found,"Addiction: A Community Prevention Trial to Reduce Alcohol-Involved Trauma, Vol. 92, Supplement 2, June 1997.",
144,GAO/GGD/HEHS-98-140,31,72,Conference proceeding,,,,,Not found in WoS,"Kelli A. Komro et al., “Project Northland - Phase II: Research and Evaluation Design of a Community-Wide Program to Reduce Adolescent Alcohol Use.” Proceedings published from a Kettil Bruun Society Thematic Meeting, Fourth Symposium on Community Action Research and the Prevention of Alcohol and Other Drug Problems, February 8-13, 1998, New Zealand, forthcoming.",
125,GAO/GGD/HEHS-98-140,15a,28,Report,"Working Paper No. 1852, 1986",10.1086/467152,WOS:A1988N389200006,,,"Coate, Douglas and Michael Grossman, “Effects of Alcoholic Beverage Prices and Legal Drinking Ages on Youth Alcohol Use,” Cambridge, MA: National Bureau of Economic Research, Working Paper No. 1852, 1986;",
126,GAO/GGD/HEHS-98-140,15b,12,Article,,,WOS:A1985AJL5500010,4010301,,"Berger, Dale and John Snortum, “Alcoholic Beverage Preferences of Drinking-Driving Violators,” Journal of Studies on Alcohol, 46(3), 1985, pp. 232-239.",
192,GAO/GGD/HEHS-98-140,Appendix I.1,,Comment,,,,,,OMIT,
193,GAO/GGD/HEHS-98-140,Appendix I.2,,Comment,,,,,,OMIT,
194,GAO/GGD/HEHS-98-140,Appendix I.3,,Comment,,,,,,OMIT,
167,GAO/GGD/HEHS-98-140,Appendix II.a,50,Report,,,,,,"Federation of Tax Administrators, “State Alcoholic Beverage Excise Tax Rates as of January 1, 1998”",
145,GAO/GGD/HEHS-98-140,Appendix II.b,2,Report,,,,,,"“Tax Briefs” prepared by the Distilled Spirits Council of the United States, December 1996.",
170,GAO/GGD/HEHS-98-140,Appendix III.10a,60,Report,,,,,Not found in WoS,"Grossman, Michael, “The Economic Analysis of Addictive Behavior,” in Hilton, Michael and Gregory Bloss, eds. Economics and the Prevention of Alcohol-Related Problems, NIAAA Research Monograph No. 25, National Institutes of Health Pub. No. 93-3513, U.S. Department of Health and Human Services, 1993, pp. 91, 114;",
160,GAO/GGD/HEHS-98-140,Appendix III.10b,17,Article,,,,,Not Found in WOS,"Chaloupka, Frank, “The Effects of Price on Alcohol Consumption,” forthcoming, 1997, p. 5",
191,GAO/GGD/HEHS-98-140,Appendix III.11,97,Report,,,,,Not found in WoS,"NIAAA, “Economic Aspects of Alcohol Use and Alcohol-Related Problems,” Chapter 8 of Alcohol and Health: Ninth Special Report to the U.S. Congress, U.S. Dept. of Health and Human Services, June 1997.",
173,GAO/GGD/HEHS-98-140,Appendix III.12,66,Article,,,WOS:A1990CH49600013,,,"Johnson et al., “Alternative Approaches to the Measurement of Consumption and Price of Alcoholic Beverages, Canada, 1957-1983,” Journal of Studies on Alcohol, 51(1), 1990, p. 82.",
196,GAO/GGD/HEHS-98-140,Appendix III.13,,Comment,,,,,,OMIT,
197,GAO/GGD/HEHS-98-140,Appendix III.14,,Comment,,,,,,OMIT,
184,GAO/GGD/HEHS-98-140,Appendix III.15,84,Article,,,WOS:A1995RE40500001,10154654,,"Manning, Willard et al., “The Demand For Alcohol: The Differential Response to Price,” Journal of Health Economics, 14(2), 1995, pp. 137-139.",
177,GAO/GGD/HEHS-98-140,Appendix III.16,73,Conference Proceeding,,,WOS:A1993MT21500008,,,"Kenkel, Donald, “Drinking, Driving, and Deterrence: The Effectiveness and Social Costs of Alternative Policies,” Journal of Law and Economics, XXXVI, October 1993, pp. 889-890.",
178,GAO/GGD/HEHS-98-140,Appendix III.17,77,Article,,,WOS:A1996UD26200008,,,"Kenkel, Donald, “New Estimates of the Optimal Tax on Alcohol, Economic Inquiry, XXXIV, April 1996, p. 307.",
157,GAO/GGD/HEHS-98-140,Appendix III.18a,14,Article,,,WOS:A1996VP78500010,,,"Chaloupka, Frank and Henry Wechsler, “Binge Drinking in College: The Impact of Price, Availability, and Alcohol Control Policies,” Contemporary Economic Policy, 14(4), October 1996, pp. 112-124;",
179,GAO/GGD/HEHS-98-140,Appendix III.18b,78,Personal Communication,,,,,,"Kenkel, Donald, personal communication, 1998, p. 4.",
163,GAO/GGD/HEHS-98-140,Appendix III.19a,28,Article,,,WOS:A1988N389200006,,,"Coate, Douglas and Michael Grossman, “Effects of Alcoholic Beverage Prices and Legal Drinking Ages on Youth Alcohol Use,” Journal of Law and Economics, XXXI, April 1988, p. 152;",
147,GAO/GGD/HEHS-98-140,Appendix III.19b,12,Article,,,WOS:A1985AJL5500010,4010301,,"Berger, Dale and John Snortum, “Alcoholic Beverage Preferences of Drinking-Driving Violators,” Journal of Studies on Alcohol, 46(3), 1985, p. 232;",
168,GAO/GGD/HEHS-98-140,Appendix III.19c,58,Article,,,WOS:A1987J512900004,,,"Grossman et al., 1998, p. 40; Saffer, Henry and Michael Grossman, “Beer Taxes, the Legal Drinking Age, and Youth Motor Vehicle Fatalities,” The Journal of Legal Studies, XVI, June 1987, pp. 353-354;",
148,GAO/GGD/HEHS-98-140,Appendix III.19d,14,Article,,,WOS:A1996VP78500010,,,"Chaloupka and Wechsler, 1996, p. 116.",
146,GAO/GGD/HEHS-98-140,Appendix III.20,12,Article,,,WOS:A1985AJL5500010,4010301,,"Berger and Snortum, pp. 232-239.",
174,GAO/GGD/HEHS-98-140,Appendix III.21a,73,Conference Proceeding,,,WOS:A1993MT21500008,,,"Kenkel 1993, p. 895; ",
,GAO/GGD/HEHS-98-140,Appendix III.21ab,71,Monograph ,,,,,Not found in WoS,"Leung and Phelps, p. 23;",
161,GAO/GGD/HEHS-98-140,Appendix III.21b,25,Personal Communication,,,,,,"Chaloupka, Frank, personal communication, 1998, p. 1.",
200,GAO/GGD/HEHS-98-140,Appendix III.22,102,Article,,,WOS:A1988P829400001,10288441,,"Phelps, Charles, “Death and Taxes: An Opportunity for Substitution,” Journal of Health Economics, 7, 1988, p. 10.",
169,GAO/GGD/HEHS-98-140,Appendix III.23,59,Article,,,WOS:000071347800005,,,"Grossman, Michael et al., “An Empirical Analysis of Alcohol Addiction: Results from the Monitoring the Future Panels, Economic Inquiry, XXXVI, January 1998, pp. 40, 45.",
180,GAO/GGD/HEHS-98-140,Appendix III.24,79,Report,,,,,Similar conference proceeding found in WOS with different date. WOS:A1993MD39100007,"Laixuthai, Adit and Frank Chaloupka, Youth Alcohol Use and Public Policy, Cambridge, MA: National Bureau of Economic Research, Working Paper No. 4278, February 1993, pp. 1, 14-16.",
164,GAO/GGD/HEHS-98-140,Appendix III.25a,28,Article,,,WOS:A1988N389200006,,,"Coate, Douglas and Michael Grossman, “Effects of Alcoholic Beverage Prices and Legal Drinking Ages on Youth Alcohol Use,” Journal of Law and Economics, XXXI, April 1988, pp. 145, 151, 164.;",
171,GAO/GGD/HEHS-98-140,Appendix III.25b,60,Report,,,,,Not found in WoS,"Grossman, Michael, “The Economic Analysis of Addictive Behavior,” in Hilton, Michael and Gregory Bloss, eds. Economics and the Prevention of Alcohol-Related Problems, NIAAA Research Monograph No. 25, NIH Pub. No. 93-3513, U.S. Department of Health and Human Services, 1993, pp. 109, 111, 114-115",
182,GAO/GGD/HEHS-98-140,Appendix III.25c1,71,Monograph ,,,,,Not found in WoS,"Leung and Phelps, pp. 19-20; ",
,GAO/GGD/HEHS-98-140,Appendix III.25c2,97,Report,,,,,Not found in WoS,"NIAAA, p. 282; ",
,GAO/GGD/HEHS-98-140,Appendix III.25c3,102,Article,,,WOS:A1988P829400001,10288441,,"Phelps, pp. 9-10.",
162,GAO/GGD/HEHS-98-140,Appendix III.26,28,Article,,,WOS:A1988N389200006,,,"Coate and Grossman, 1988, pp. 145, 151, 164",
181,GAO/GGD/HEHS-98-140,Appendix III.27,71,Monograph ,,,,,Not found in WoS,"Leung and Phelps, pp. 18-20",
149,GAO/GGD/HEHS-98-140,Appendix III.28,14,Article,,,WOS:A1996VP78500010,,,"Chaloupka and Wechsler, 1996, p. 120.",
151,GAO/GGD/HEHS-98-140,Appendix III.29,16,Article,,,WOS:A1993KX47000007,,,"Chaloupka et al., “Alcohol Control Policies and Motor-Vehicle Fatalities,” Journal of Legal Studies, XXII, January 1993, pp. 165, 181.",
185,GAO/GGD/HEHS-98-140,Appendix III.30a,84,Article,,,WOS:A1995RE40500001,10154654,,"Manning, Willard et al., p. 139; ",
,GAO/GGD/HEHS-98-140,Appendix III.30b,73,Article,,,WOS:A1993MT21500008,,,"Kenkel, pp. 889-890",
158,GAO/GGD/HEHS-98-140,Appendix III.31,23,Article,,,,,Not Found in WOS,"Chaloupka, Frank et al., in Recent Developments in Alcoholism, forthcoming, pp. 21-22.",
159,GAO/GGD/HEHS-98-140,Appendix III.32,24,Article,,,,,Not Found in WOS,"Chaloupka, Frank et al., in Recent Developments in Alcoholism, forthcoming, pp. 9-10, 15-21.",
199,GAO/GGD/HEHS-98-140,Appendix III.33,102,Article,,,WOS:A1988P829400001,10288441,,"Phelps, 1988; ",
,GAO/GGD/HEHS-98-140,Appendix III.33a,73,Conference Proceeding,,,WOS:A1993MT21500008,,,"Kenkel, 1993.",
188,GAO/GGD/HEHS-98-140,Appendix III.34,93,Article,,,WOS:A1994NZ59100002,,,"Mullahy, John and Jody Sindelar, “Do Drinkers Know When to Say When? An Empirical Analysis of Drunk Driving,” Economic Inquiry, XXXII, July 1994, pp. 383-394.",
198,GAO/GGD/HEHS-98-140,Appendix III.35,,Comment,,,,,,OMIT,
202,GAO/GGD/HEHS-98-140,Appendix III.36,58,Article,,,WOS:A1987J512900004,,,"Saffer, Henry and Michael Grossman, “Beer Taxes, the Legal Drinking Age, and Youth Motor Vehicle Fatalities,” Journal of Legal Studies, June 1987, pp. 351-353, 373-374.",
154,GAO/GGD/HEHS-98-140,Appendix III.37,16,Article,,,WOS:A1993KX47000007,,,"Chaloupka et al., 1993. Drinkers who prefer beer are more likely to drive while intoxicated than those who prefer wine or liquor.",
186,GAO/GGD/HEHS-98-140,Appendix III.38,91,Article,,,WOS:A1993LP31200004,,,"Mullahy and Sindelar, pp. 383-394.",
201,GAO/GGD/HEHS-98-140,Appendix III.39,107,Article,,,WOS:A1996VZ07100003,10164038,,"Ruhm, C.J., “Alcohol Policies and Highway Vehicle Fatalities,” Journal of Health Economics, 15(4), 1996, pp. 435-454.",
204,GAO/GGD/HEHS-98-140,Appendix III.40,110,Article,,,WOS:A1995RT26300003,,,"Sloan, F. et al., “Effects of Tort Liability and Insurance on Heavy Drinking and Drinking and Driving,” Journal of Law and Economics, 38(1), 1995, pp. 49-78",
150,GAO/GGD/HEHS-98-140,Appendix III.41a,15,Article,,,,,Not Found in WOS,"Chaloupka et al., “Alcohol Addiction: An Econometric Analysis,” presented at the annual meeting of the Allied Social Science Associations, Anaheim, CA, December 1992; ",
150.5,GAO/GGD/HEHS-98-140,Appendix III.41b,30,Article,,,WOS:A1982PX95100007,,,"Cook, Philip and George Tauchen, “The Effect of Liquor Taxes on Heavy Drinking,” Bell Journal of Economics, 12, 1982, p. 379.",
203,GAO/GGD/HEHS-98-140,Appendix III.42,109,Article,,,WOS:A1994NT49400008,7934053,,"Sloan, F. et al., “Effects of Prices, Civil and Criminal Sanctions, and Law Enforcement on Alcohol-Related Mortality,” Journal of Studies on Alcohol, 55, 1994, pp. 454-465.",
156,GAO/GGD/HEHS-98-140,Appendix III.43,21,Article,,,,,Not found in Wos,"Chaloupka, Frank and Henry Saffer, “Alcohol, Illegal Drugs, Public Policy and Crime,” presented at the annual meeting of the Western Economic Association, San Francisco, CA, July 1992; Cook, Philip and Michael Moore, “Economic Perspectives on Reducing Alcohol-Related Violence,” in Martin, S. E. ed., Alcohol and Interpersonal Violence: Fostering Multidisciplinary Perspectives, Washington, DC: U. S. GPO, 1993, p. 193.",
165,GAO/GGD/HEHS-98-140,Appendix III.44,33,Article,,,WOS:A1993MU68200003,10131754,,"Cook, Philip and Michael Moore, “Drinking and Schooling,” Journal of Health Economics, 12, 1993, p. 411; Yamada, T. et al., “The Impact of Alcohol Consumption and Marijuana Use on High School Graduation,” Health Economics, 5, 1996, p. 77.",
166,GAO/GGD/HEHS-98-140,Appendix III.45,34,Monograph,,,,,Not found in WoS,"Cook, Philip and Michael Moore, “Taxation of Alcoholic Beverages,” in Hilton, Michael and Gregory Bloss, eds., Economics and the Prevention of Alcohol-Related Problems, NIAAA Research Monograph No. 25, NIH Pub. No. 93-3513, U. S. Department of Health and Human Services, 1993, pp. 33, 50.",
175,GAO/GGD/HEHS-98-140,Appendix III.46a,74,Article,,,WOS:A1994NX79100003,,,"Kenkel, Don and D. Ribar, “Alcohol Consumption and Young Adults’ Socioeconomic Status,” Brookings Papers on Economic Activity, 1, 1994, p. 119;",
187,GAO/GGD/HEHS-98-140,Appendix III.46b,92,Article,,,WOS:A1993LP31200004,,,"Mullahy, J. and Jody Sindelar, “Alcoholism, Work, and Income,” Journal of Labor Economics, 11(3), 1993, p. 494;",
172,GAO/GGD/HEHS-98-140,Appendix III.46c,61,Report,,,,,Not found in WoS,"Harwood, H. J. et al., “Economic Costs to Society of Alcohol, Drug Abuse and Mental Illness,” Research Triangle Institute, 1984.",
153,GAO/GGD/HEHS-98-140,Appendix III.4a,18,Article,,,,,Not found in wos,"Chaloupka et al., “The Effects of Price on the Consequences of Alcohol Use and Abuse,” in M. Galanter, ed. Recent Developments in Alcoholism, vol. 14: The Consequences of Alcoholism: Medical, Neuropsychiatric, Economic, Cross-Cultural, New York: Plenum Publishing Corp. forthcoming;",
152,GAO/GGD/HEHS-98-140,Appendix III.4b,17,Article,,,,,Not Found in WOS,"Chaloupka et al., “The Effects of Price on Alcohol Consumption,” Alcohol Health and Research World, forthcoming.",
155,GAO/GGD/HEHS-98-140,Appendix III.5,20,Article,,,,,Not found in WOS,"Chaloupka et al., Alcohol Health and Research World, forthcoming",
176,GAO/GGD/HEHS-98-140,Appendix III.6,75,Article,,,WOS:A1996WN68600005,,,"Kenkel, Donald and Willard Manning, “Perspectives on Alcohol Taxation,” Alcohol Health and Research World, 20(4), 1996, pp. 233-234.",
183,GAO/GGD/HEHS-98-140,Appendix III.7,71,Monograph ,,,,,Not found in WoS,"Leung, Siu Fai and Charles Phelps, “My Kingdom for a Drink. . . ? A Review of Estimates of the Price Sensitivity of Demand for Alcoholic Beverages,” in Hilton, Michael and Gregory Bloss, eds. Economics and the Prevention of Alcohol-Related Problems, National Institute on Alcohol Abuse and Alcoholism Research Monograph No. 25, NIH Pub. No. 93-3513, U.S. Department of Health and Human Services, 1993.",
195,GAO/GGD/HEHS-98-140,Appendix III.8,,Comment,,,,,,OMIT,
190,GAO/GGD/HEHS-98-140,Appendix III.9,97,Report,,,,,Not found in WoS,"National Institute on Alcohol Abuse and Alcoholism, “Economic Aspects of Alcohol Use and Alcohol-Related Problems,” Chapter 8 of Alcohol and Health: Ninth Special Report to the U.S. Congress, U.S. Dept. of Health and Human Services, June 1997, pp. 282, 284-285.",
189,GAO/GGD/HEHS-98-140,Appendix IV,94,Report,,,,,,"National Conference of State Legislatures, Earmarking State Taxes (April 1995).",
205,GAO/GGD/HEHS-98-140,Appendix V,123,Legislation,,,,,,"The statutes of the District of Columbia, Maryland, and Virginia.",
136,GAO/GGD/HEHS-98-140,Table 7.a,104,Legislation,,,,,,Public Law 100-690,
137,GAO/GGD/HEHS-98-140,Table 7.b,,Comment,,,,,,OMIT,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
