pmid_int,wos_id,grant_number,grant_organization,country,Agencies,,
20609351,WOS:000280032100008,P01-CA129243,NIH,USA,7,,
21145760,WOS:000286293900011,AI085439,NIH,USA,7,,
21700764,WOS:000293843700004,5P01CA089021-10,NIH,USA,7,,
19293186,WOS:000264908100052,P50CA94056,NIH,USA,7,,
18567002,WOS:000258480100019,CA109491,NIH,USA,7,,
19549894,WOS:000267691800015,CA109874,NIH,USA,7,,
19244107,WOS:000264541300022,NCI UO1-CA86772,NIH,USA,7,,
19185518,WOS:000263710500008,A1040114,NIH,USA,7,,
18562239,WOS:000260125400008,CA93849,NIH,USA,7,,
19845018,WOS:000272204000010,HL083388-01,NIH,USA,7,,
19661383,WOS:000269887900044,CA62924,NIH,USA,7,,
20054338,WOS:000276972300025,AR55651,NIH,USA,7,,
19556965,WOS:000208433400007,TCGA,NIH,USA,7,,
21098728,WOS:000284525700001,T32 CA071345,NIH,USA,7,,
19585585,WOS:000269368200004,CA009035-31,NIH,USA,7,,
21098728,WOS:000284525700001,R01CA137008-01,NIH,USA,7,,
19147765,WOS:000262689300022,R01 CA113851,NIH,USA,7,,
19738076,WOS:000269954000039,P50 CA58187,NIH,USA,7,,
18828769,WOS:000259269900017,R37 AI46643,NIH,USA,7,,
19759262,WOS:000269832600004,5 T32 CA009666,NIH,USA,7,,
18829748,WOS:000260789700010,AI56299,NIH,USA,7,,
21558394,WOS:000290610000003,RO1 CA119123,NIH,USA,7,,
19010919,WOS:000261136600042,F32 AI058457-03,NIH,USA,7,,
19462377,WOS:000267481400012,R01-AI070826,NIH,USA,7,,
19496742,WOS:000267207000001,AI038474,NIH,USA,7,,
19180481,WOS:000263276400031,M01-RR-00533,NIH,USA,7,,
20484037,WOS:000278486400048,P01 CA 099031,NIH,USA,7,,
18236151,WOS:000261951100011,MO1-RR-00037,NIH,USA,7,,
19887476,WOS:000271822600029,CA122947,NIH,USA,7,,
19262111,WOS:000208234000012,R01 CA95287,NIH,USA,7,,
19549918,WOS:000267691800008,CA47159,NIH,USA,7,,
18668136,WOS:000262655600022,CA132175,NIH,USA,7,,
19047169,WOS:000261488900041,P01CA59350,NIH,USA,7,,
18854153,WOS:000259728100007,HD055165,NIH,USA,7,,
19487819,WOS:000266601000007,DK-081687,NIH,USA,7,,
20842057,WOS:000282131800006,CA122701,NIH,USA,7,,
18279065,WOS:000258836600020,R01-CA112162,NIH,USA,7,,
15507160,WOS:000208518900006,K08 AI52209,NIH,USA,7,,
19115345,WOS:000263887700004,CA92479,NIH,USA,7,,
19828476,WOS:000274974300005,47029,NIH,USA,7,,
19951687,WOS:000273616700007,R37-CA084198,NIH,USA,7,,
20409732,WOS:000278959800009,CA101944,NIH,USA,7,,
21145760,WOS:000286293900011,AI072571,NIH,USA,7,,
20602996,WOS:000279148100010,R01-AR051448,NIH,USA,7,,
19333953,WOS:000265152800022,AI-31584,NIH,USA,7,,
19047169,WOS:000261488900041,P01CA33049,NIH,USA,7,,
19509220,WOS:000267506400004,CA102029,NIH,USA,7,,
21145760,WOS:000286293900011,AI080184,NIH,USA,7,,
21900389,WOS:000297158500002,1P50CA58236-15,NIH,USA,7,,
19318472,WOS:000264955800039,RO1,NIH,USA,7,,
21084183,WOS:000288881700012,R01 CA83115,NIH,USA,7,,
19460966,WOS:000266878700050,F32CA123887-01,NIH,USA,7,,
19549889,WOS:000267691800005,R01-CA115767,NIH,USA,7,,
20933294,WOS:000286124200017,RO1 DK58295,NIH,USA,7,,
20104209,WOS:000276636800005,R01CA113636,NIH,USA,7,,
21199795,WOS:000285826800004,P01-CA80124,NIH,USA,7,,
21029958,WOS:000284300200004,R01 CA089440,NIH,USA,7,,
19270694,WOS:000265264900012,RO1 CA-71692,NIH,USA,7,,
20981092,WOS:000283548600039,U01HG5210,NIH,USA,7,,
21832238,WOS:000293739300003,K24 CA11787901,NIH,USA,7,,
21983785,WOS:000296584000016,CA100264,NIH,USA,7,,
19228745,WOS:000263592600039,CA21115,NIH,USA,7,,
19384291,WOS:000268722800021,R01113482,NIH,USA,7,,
20596026,WOS:000279343800049,F32 CA126252,NIH,USA,7,,
18772396,WOS:000259501300030,CA09547,NIH,USA,7,,
21030498,WOS:000285044200027,5R01-CA114465,NIH,USA,7,,
19808956,WOS:000270935500020,CA077646,NIH,USA,7,,
19389631,WOS:000265816900012,CA139818,NIH,USA,7,,
19188143,WOS:000263213600002,P01 CA 099031,NIH,USA,7,,
20606649,WOS:000281502300017,P50 CA114747,NIH,USA,7,,
19007994,WOS:000272366200019,1RO1 CA84106,NIH,USA,7,,
19318472,WOS:000264955800039,NS045062,NIH,USA,7,,
18949058,WOS:000260622600019,CA 43540,NIH,USA,7,,
20478252,WOS:000277623600012,P30 CA10815,NIH,USA,7,,
19259948,WOS:000265710100008,P01 CA093900,NIH,USA,7,,
19818367,WOS:000273911700002,CA009598,NIH,USA,7,,
18350153,WOS:000260762300019,P30 CA125123,NIH,USA,7,,
18800146,WOS:000262470700004,R01098195,NIH,USA,7,,
20337574,WOS:000277910200007,CA127735,NIH,USA,7,,
18836717,WOS:000263671400008,CA 97296,NIH,USA,7,,
19384953,WOS:000268287700021,CA 128080,NIH,USA,7,,
21098728,WOS:000284525700001,R01CA140594,NIH,USA,7,,
20091798,WOS:000277642800009,HHSN268200782096C,NIH,USA,7,,
20933294,WOS:000286124200017,U19-DK61244,NIH,USA,7,,
18790768,WOS:000259387300029,GM071695,NIH,USA,7,,
19898481,WOS:000272144900013,RO1 AR44422,NIH,USA,7,,
20075244,WOS:000273629700031,R01AI055502,NIH,USA,7,,
21199795,WOS:000285826800004,K24-CA125440,NIH,USA,7,,
20194441,WOS:000275055900008,CA082515,NIH,USA,7,,
21277223,WOS:000288621000004,U19 AIO89987,NIH,USA,7,,
20038798,WOS:000273495700034,5R01CA73735,NIH,USA,7,,
20837404,WOS:000286547400014,CA122838,NIH,USA,7,,
19010851,WOS:000261014500024,CA R01107032-02,NIH,USA,7,,
19188183,WOS:000263213600042,CA115756-01,NIH,USA,7,,
20028860,WOS:000278404300018,1P50CA127003-02,NIH,USA,7,,
20016783,WOS:000272830300003,MH54907,NIH,USA,7,,
19456205,WOS:000267152600001,CA 108257,NIH,USA,7,,
19496742,WOS:000267207000001,F30 DK082139,NIH,USA,7,,
19023569,WOS:000264832700013,CA 56103,NIH,USA,7,,
19214220,WOS:000263928000023,DPI OD00329,NIH,USA,7,,
20457136,WOS:000280024800004,K12 CA088084,NIH,USA,7,,
19825997,WOS:000271064800013,AR53237,NIH,USA,7,,
21389099,WOS:000290093600018,RO1130878,NIH,USA,7,,
19707526,WOS:000279626400002,DK071185,NIH,USA,7,,
20079666,WOS:000274119900015,AI046530,NIH,USA,7,,
20409732,WOS:000278959800009,CA114931,NIH,USA,7,,
19509220,WOS:000267506400004,AG033485,NIH,USA,7,,
20981092,WOS:000283548600039,U41HG4568,NIH,USA,7,,
20409732,WOS:000278959800009,CA137214,NIH,USA,7,,
19029981,WOS:000261393600019,K08 AG024004,NIH,USA,7,,
19403660,WOS:000265941100008,5T32GM007377-31,NIH,USA,7,,
21700764,WOS:000293843700004,1P50CA58236-15,NIH,USA,7,,
21183789,WOS:000285892300033,AI77079,NIH,USA,7,,
19139131,WOS:000262497100025,R01 CA104242-01,NIH,USA,7,,
21983785,WOS:000296584000016,P30CA016672,NIH,USA,7,,
19808956,WOS:000270935500020,ES16548,NIH,USA,7,,
19509133,WOS:000268908300032,5R21CA130293-02,NIH,USA,7,,
19247441,WOS:000263928000004,P30 CA016520,NIH,USA,7,,
19737958,WOS:000269982800029,PO1 CA94237,NIH,USA,7,,
19147536,WOS:000262869900005,2R01 DE 13686-08,NIH,USA,7,,
21035406,WOS:000284658600013,CA 089305,NIH,USA,7,,
19860654,WOS:000271381100008,P50CA126752,NIH,USA,7,,
15804180,WOS:000203538600010,R21AI42657,NIH,USA,7,,
19188450,WOS:000264080900005,MH079365,NIH,USA,7,,
19773745,WOS:000274447300022,CA59350,NIH,USA,7,,
21983785,WOS:000296584000016,R01CA133996,NIH,USA,7,,
19262111,WOS:000208234000012,P01 HD25938,NIH,USA,7,,
20004943,WOS:000276493700009,CA115756-01,NIH,USA,7,,
19079609,WOS:000265458400008,RO1 CA109038,NIH,USA,7,,
19185518,WOS:000263710500008,CA45957,NIH,USA,7,,
18829484,WOS:000260142500017,1P30-CA-51008,NIH,USA,7,,
20536565,WOS:000277285400015,AI076457,NIH,USA,7,,
19933109,WOS:000272117900038,P50CA69568,NIH,USA,7,,
20454651,WOS:000277240300012,K08CA127143-01,NIH,USA,7,,
21098728,WOS:000284525700001,R01CA135257-01,NIH,USA,7,,
19549889,WOS:000267691800005,P01-CA80124,NIH,USA,7,,
19825799,WOS:000270845500001,P50 NS20023-25,NIH,USA,7,,
20798217,WOS:000282879900024,R01 CA108794,NIH,USA,7,,
21199795,WOS:000285826800004,R01-CA115767,NIH,USA,7,,
18794853,WOS:000259651000022,KAR055688A,NIH,USA,7,,
20091798,WOS:000277642800009,U01HG004402,NIH,USA,7,,
21525398,WOS:000292977300003,K22CA129240,NIH,USA,7,,
20727791,WOS:000281654900012,AI042767,NIH,USA,7,,
19066215,WOS:000261802300055,HL51448,NIH,USA,7,,
19935868,WOS:000272202200001,R01 CA106439,NIH,USA,7,,
19259067,WOS:000265640700022,P50CA126752,NIH,USA,7,,
20143434,WOS:000275983500020,P01CA33049,NIH,USA,7,,
20727791,WOS:000281654900012,AI080966,NIH,USA,7,,
18802038,WOS:000261845900005,NS054276,NIH,USA,7,,
20609351,WOS:000280032100008,P01-CA094060,NIH,USA,7,,
20736344,WOS:000281683000011,CA49639,NIH,USA,7,,
21620777,WOS:000291839500012,RO1 CA121110,NIH,USA,7,,
15507160,WOS:000208518900006,T32 AI07061,NIH,USA,7,,
19426218,WOS:000265409800008,AI080192,NIH,USA,7,,
20409732,WOS:000278959800009,NS055140,NIH,USA,7,,
20602996,WOS:000279148100010,R01-AR051886,NIH,USA,7,,
19903784,WOS:000271822600017,RO1 CA80964,NIH,USA,7,,
19825805,WOS:000270845500011,CA-41233,NIH,USA,7,,
19773745,WOS:000274447300022,CA08748,NIH,USA,7,,
19088039,WOS:000261782600031,K07 CA122826,NIH,USA,7,,
18794103,WOS:000259347600036,P30-CA16058,NIH,USA,7,,
20091798,WOS:000277642800009,HHSN268200625226C,NIH,USA,7,,
19496742,WOS:000267207000001,T32 CA009138,NIH,USA,7,,
20727791,WOS:000281654900012,AI083286,NIH,USA,7,,
19010869,WOS:000261014500043,CA58204,NIH,USA,7,,
19706802,WOS:000269565800012,R01 CA113851,NIH,USA,7,,
19115345,WOS:000263887700004,CA106991,NIH,USA,7,,
19115345,WOS:000263887700004,HD39896,NIH,USA,7,,
20371346,WOS:000276211100013,RO1CA115830,NIH,USA,7,,
19898481,WOS:000272144900013,R01 DK083756-1,NIH,USA,7,,
19460966,WOS:000266878700050,CA111292,NIH,USA,7,,
20981092,WOS:000283548600039,U01HG5209,NIH,USA,7,,
19188450,WOS:000264080900005,DK62027,NIH,USA,7,,
20973932,WOS:000282977800015,PO1CA114046,NIH,USA,7,,
19426218,WOS:000265409800008,CA113783,NIH,USA,7,,
22131348,WOS:000298142600001,P30 CA-010815,NIH,USA,7,,
19879163,WOS:000272097900017,CA18029,NIH,USA,7,,
19664941,WOS:000269338600015,R01-AI50659,NIH,USA,7,,
19149566,WOS:000263294700001,CA122318,NIH,USA,7,,
19884255,WOS:000271425600005,HG002668,NIH,USA,7,,
21926416,WOS:000297242100020,R01CA100264,NIH,USA,7,,
19707526,WOS:000279626400002,AR050267,NIH,USA,7,,
19879163,WOS:000272097900017,AI53193,NIH,USA,7,,
18633443,WOS:000261829100011,UL1 RR024143,NIH,USA,7,,
19808956,WOS:000270935500020,CA027502,NIH,USA,7,,
20179225,WOS:000278545500023,R01CA136851,NIH,USA,7,,
19825997,WOS:000271064800013,DK067875,NIH,USA,7,,
20495621,WOS:000278298900017,CA59702,NIH,USA,7,,
19460966,WOS:000266878700050,CA105490,NIH,USA,7,,
19293186,WOS:000264908100052,R01 CA109673,NIH,USA,7,,
21339097,WOS:000288944100004,RO-1DE13918,NIH,USA,7,,
19917501,WOS:000272539700011,F32 A1074248,NIH,USA,7,,
19479879,WOS:000267116800033,RR-025000-02,NIH,USA,7,,
19679545,WOS:000269064600007,U01 CA111275,NIH,USA,7,,
19262671,WOS:000263836000036,AI073899,NIH,USA,7,,
19674465,WOS:000272237600001,RO1AG02913801,NIH,USA,7,,
19079609,WOS:000265458400008,P50 CA86355,NIH,USA,7,,
19523454,WOS:000267868800041,RO1-EB002682,NIH,USA,7,,
20981092,WOS:000283548600039,R01MH84698,NIH,USA,7,,
15804180,WOS:000203538600010,R01AI47173,NIH,USA,7,,
21029958,WOS:000284300200004,CA078846,NIH,USA,7,,
19079609,WOS:000265458400008,PO1 CA089021,NIH,USA,7,,
21926416,WOS:000297242100020,HG004446,NIH,USA,7,,
19213953,WOS:000263771600019,R01 EB007534,NIH,USA,7,,
18438664,WOS:000259412300014,T32-CA090217,NIH,USA,7,,
20495621,WOS:000278298900017,CA 121205,NIH,USA,7,,
20478252,WOS:000277623600012,R01 CA 076674,NIH,USA,7,,
19333953,WOS:000265152800022,P01-AR-49084,NIH,USA,7,,
20981092,WOS:000283548600039,U54HG2750,NIH,USA,7,,
19060336,WOS:000261449900017,DK054364,NIH,USA,7,,
19549918,WOS:000267691800008,CA10815,NIH,USA,7,,
21102637,WOS:000284572200014,CA120726,NIH,USA,7,,
18794853,WOS:000259651000022,AI55314-3,NIH,USA,7,,
20028855,WOS:000278404300016,R01-CA100656-01A1,NIH,USA,7,,
19836479,WOS:000274869300029,R41 CA121665,NIH,USA,7,,
20596026,WOS:000279343800049,1RC2 DE02077-01,NIH,USA,7,,
21051595,WOS:000284902100051,P30 EY02687c,NIH,USA,7,,
19532139,WOS:000270851900016,CA 42992,NIH,USA,7,,
19549889,WOS:000267691800005,K24-CA125440,NIH,USA,7,,
19149566,WOS:000263294700001,CA112593,NIH,USA,7,,
18924608,WOS:000260622600020,RO1CA120526,NIH,USA,7,,
19773745,WOS:000274447300022,CA23766,NIH,USA,7,,
20171074,WOS:000277811800017,U54HL081007,NIH,USA,7,,
19460966,WOS:000266878700050,CA15704,NIH,USA,7,,
19522537,WOS:000268661800010,R01 CA126218,NIH,USA,7,,
19282847,WOS:000266026100013,RO1130878,NIH,USA,7,,
19935868,WOS:000272202200001,R01 CA128865,NIH,USA,7,,
19479879,WOS:000267116800033,R0-1-AR-48289,NIH,USA,7,,
20536565,WOS:000277285400015,AI041576,NIH,USA,7,,
19180499,WOS:000263276400032,NOI-HV-28183,NIH,USA,7,,
19333953,WOS:000265152800022,AR-62277,NIH,USA,7,,
NA,WOS:000208235600001,CA 36327,NIH,USA,7,,
18833576,WOS:000260914400004,R01-CA81393,NIH,USA,7,,
19029981,WOS:000261393600019,CA089021,NIH,USA,7,,
19074257,WOS:000261995600071,P01CA33049,NIH,USA,7,,
18668136,WOS:000262655600022,T32 CA09001,NIH,USA,7,,
21715499,WOS:000293626100054,CA91837,NIH,USA,7,,
19276342,WOS:000264541300046,T32CA078207-06,NIH,USA,7,,
19553639,WOS:000270138600019,1 PO1 CA100265,NIH,USA,7,,
18924608,WOS:000260622600020,PO1CA27502,NIH,USA,7,,
19887476,WOS:000271822600029,CA114337,NIH,USA,7,,
21558394,WOS:000290610000003,R21 CA123864,NIH,USA,7,,
18854153,WOS:000259728100007,GM007367,NIH,USA,7,,
19079609,WOS:000265458400008,UO1 CA84313,NIH,USA,7,,
19029981,WOS:000261393600019,R01 CA122794,NIH,USA,7,,
21620777,WOS:000291839500012,R01 CA107166,NIH,USA,7,,
21700764,WOS:000293843700004,CA78378,NIH,USA,7,,
19522537,WOS:000268661800010,U24 CA126479,NIH,USA,7,,
21107320,WOS:000285344600048,CA134502,NIH,USA,7,,
18772396,WOS:000259501300030,NS052507,NIH,USA,7,,
19571679,WOS:000268535700014,CA 16303,NIH,USA,7,,
19435920,WOS:000266214400030,R43 CA 109866,NIH,USA,7,,
21436454,WOS:000288754500058,K12 CA076931,NIH,USA,7,,
19528255,WOS:000270354300014,CA92644,NIH,USA,7,,
19933109,WOS:000272117900038,DOD W81XWH-09-2-0014,NIH,USA,7,,
20140431,WOS:000276203300013,K24 CA85218,NIH,USA,7,,
19711133,WOS:000271089200003,T32,NIH,USA,7,,
20428207,WOS:000278575400008,PO1CA94237,NIH,USA,7,,
19333953,WOS:000265152800022,P60-AR-48095,NIH,USA,7,,
19014406,WOS:000263922900004,5P30CA016087-27,NIH,USA,7,,
19738076,WOS:000269954000039,R01 CA109520,NIH,USA,7,,
19079609,WOS:000265458400008,R24 CA92782,NIH,USA,7,,
18060073,WOS:000207459400026,HD048502,NIH,USA,7,,
19808956,WOS:000270935500020,CA120388,NIH,USA,7,,
15482598,WOS:000208438800029,R01,NIH,USA,7,,
18981294,WOS:000263723700014,HD 37091,NIH,USA,7,,
20091798,WOS:000277642800009,U01HG004422,NIH,USA,7,,
20454651,WOS:000277240300012,K12 CA120121-01,NIH,USA,7,,
18794853,WOS:000259651000022,RO1-AR44422,NIH,USA,7,,
19213953,WOS:000263771600019,R01 HL0846150,NIH,USA,7,,
19270694,WOS:000265264900012,CA-74031,NIH,USA,7,,
19487819,WOS:000266601000007,DK-46282,NIH,USA,7,,
19522537,WOS:000268661800010,U24 CA0126477,NIH,USA,7,,
18794853,WOS:000259651000022,BIRCWH K12 HD051959,NIH,USA,7,,
20104209,WOS:000276636800005,R01DK082516,NIH,USA,7,,
21035406,WOS:000284658600013,CA 118374,NIH,USA,7,,
19120477,WOS:000261882900008,P01 AI070167,NIH,USA,7,,
21926416,WOS:000297242100020,R01CA133996,NIH,USA,7,,
19251594,WOS:000264559800045,R01CA113636-01A1,NIH,USA,7,,
18591932,WOS:000260083100005,CA101860,NIH,USA,7,,
19898481,WOS:000272144900013,DK64869,NIH,USA,7,,
21807635,WOS:000294952400009,K23 CA122820,NIH,USA,7,,
19838209,WOS:000273650000008,P30 CA077598PHS,NIH,USA,7,,
21926416,WOS:000297242100020,P30CA016672,NIH,USA,7,,
19029981,WOS:000261393600019,R01 AG2400401,NIH,USA,7,,
21620777,WOS:000291839500012,F32 CA112988-01,NIH,USA,7,,
18802481,WOS:000259828600023,CA96547,NIH,USA,7,,
21406553,WOS:000288366800002,U24CA143867,NIH,USA,7,,
20636812,WOS:000278921500009,P01AI46530,NIH,USA,7,,
19333953,WOS:000265152800022,M01-RR00032,NIH,USA,7,,
19333953,WOS:000265152800022,AI-062629,NIH,USA,7,,
19470725,WOS:000266659000013,R01 CA098327,NIH,USA,7,,
18802038,WOS:000261845900005,NS047409,NIH,USA,7,,
20420638,WOS:000275768300013,AI49466,NIH,USA,7,,
21715499,WOS:000293626100054,AI67341,NIH,USA,7,,
19037234,WOS:000266218200021,P50 CA093459,NIH,USA,7,,
21169256,WOS:000285408600019,CA-16042,NIH,USA,7,,
21376174,WOS:000288414000007,HL31237,NIH,USA,7,,
NA,WOS:000208235600001,CA 50434,NIH,USA,7,,
20727791,WOS:000281654900012,AI046653,NIH,USA,7,,
18772397,WOS:000259501300029,CA62924,NIH,USA,7,,
20409732,WOS:000278959800009,CA095128,NIH,USA,7,,
20501833,WOS:000278749600020,R01CA78554,NIH,USA,7,,
18772396,WOS:000259501300030,CA108786,NIH,USA,7,,
18794853,WOS:000259651000022,NO1-AR-2-2263,NIH,USA,7,,
19209146,WOS:000264748000021,P01 CA18029,NIH,USA,7,,
19828476,WOS:000274974300005,T32 CA09031-32,NIH,USA,7,,
21700764,WOS:000293843700004,CA143083,NIH,USA,7,,
18667496,WOS:000260109100042,RR-000165,NIH,USA,7,,
19214220,WOS:000263928000023,R24RR016354,NIH,USA,7,,
21807635,WOS:000294952400009,P50 CA97186,NIH,USA,7,,
19029981,WOS:000261393600019,P01 CA117969,NIH,USA,7,,
18701318,WOS:000260212900437,AR054389,NIH,USA,7,,
19933109,WOS:000272117900038,R01CA132874,NIH,USA,7,,
18790768,WOS:000259387300029,CA098101,NIH,USA,7,,
19333953,WOS:000265152800022,AR-48940,NIH,USA,7,,
19010919,WOS:000261136600042,R01 044628,NIH,USA,7,,
20154271,WOS:000275131100064,P01-CA078045,NIH,USA,7,,
19269371,WOS:000263930900018,RO1-HD045022,NIH,USA,7,,
18772396,WOS:000259501300030,CA121113,NIH,USA,7,,
19650904,WOS:000269544900001,K22AI068489,NIH,USA,7,,
20506300,WOS:000282762100030,R01-AI-077674-01A1,NIH,USA,7,,
21840483,WOS:000294099700007,GM-43154,NIH,USA,7,,
19825957,WOS:000271043500007,P01 CA109688,NIH,USA,7,,
20075244,WOS:000273629700031,R37AI046688,NIH,USA,7,,
20981092,WOS:000283548600039,U01HG5214,NIH,USA,7,,
19185518,WOS:000263710500008,CA109094,NIH,USA,7,,
20981092,WOS:000283548600039,R01HG2651,NIH,USA,7,,
19887483,WOS:000271822600043,P01CA89021,NIH,USA,7,,
19738076,WOS:000269954000039,CA100816-01A1,NIH,USA,7,,
21406553,WOS:000288366800002,U24CA144025,NIH,USA,7,,
19364659,WOS:000266962900010,CA108856,NIH,USA,7,,
18772396,WOS:000259501300030,CA11898,NIH,USA,7,,
21277223,WOS:000288621000004,P01 CA084514,NIH,USA,7,,
19214220,WOS:000263928000023,R01 AI44480,NIH,USA,7,,
18772397,WOS:000259501300029,CA43460,NIH,USA,7,,
21029958,WOS:000284300200004,U19 AIO57234,NIH,USA,7,,
19818367,WOS:000273911700002,AI070910,NIH,USA,7,,
20693850,WOS:000280672100014,CA18029,NIH,USA,7,,
20606649,WOS:000281502300017,R01 CA140215,NIH,USA,7,,
19214220,WOS:000263928000023,P30DA015625,NIH,USA,7,,
20153396,WOS:000277089300010,T32 CA009135,NIH,USA,7,,
20478252,WOS:000277623600012,P01 CA 025874,NIH,USA,7,,
21145760,WOS:000286293900011,AI007161,NIH,USA,7,,
20981092,WOS:000283548600039,P41HG4221,NIH,USA,7,,
19808874,WOS:000271043500019,R21 CA108182,NIH,USA,7,,
20420638,WOS:000275768300013,AI64343,NIH,USA,7,,
19374544,WOS:000273824200016,CA 101944,NIH,USA,7,,
20693850,WOS:000280672100014,AI53193,NIH,USA,7,,
20406683,WOS:000279889300005,CA105125,NIH,USA,7,,
19264983,WOS:000264559800038,CA112001,NIH,USA,7,,
19333953,WOS:000265152800022,AI-24717,NIH,USA,7,,
20091798,WOS:000277642800009,U01HG004415,NIH,USA,7,,
18584174,WOS:000261059900003,EY16663,NIH,USA,7,,
18633443,WOS:000261829100011,AI-49832,NIH,USA,7,,
18794853,WOS:000259651000022,CA87969,NIH,USA,7,,
19674465,WOS:000272237600001,1R01HL082946-01,NIH,USA,7,,
20417200,WOS:000278731000010,CA 49062,NIH,USA,7,,
19898481,WOS:000272144900013,U01 HG004171,NIH,USA,7,,
21900389,WOS:000297158500002,R01 CA127153,NIH,USA,7,,
19487463,WOS:000267939400024,R01 DK-078135,NIH,USA,7,,
20981092,WOS:000283548600039,R01HG4960,NIH,USA,7,,
18794103,WOS:000259347600036,P01 CA95426-01A1,NIH,USA,7,,
19084353,WOS:000262543800026,CA113321,NIH,USA,7,,
18774118,WOS:000260320800010,DK55670,NIH,USA,7,,
21224358,WOS:000286193900028,DK65252,NIH,USA,7,,
20602996,WOS:000279148100010,R01-CA079992,NIH,USA,7,,
20505188,WOS:000280530300009,R01CA131183-01A2,NIH,USA,7,,
20096607,WOS:000274119900013,AI44432,NIH,USA,7,,
19143030,WOS:000265523600001,T32GM067587,NIH,USA,7,,
20506305,WOS:000283059100031,K08-AI-083790,NIH,USA,7,,
18761687,WOS:000259526100013,U54HL070590,NIH,USA,7,,
18667496,WOS:000260109100042,R01AI064012,NIH,USA,7,,
18509084,WOS:000259088000020,M01-RR-00 037,NIH,USA,7,,
19047169,WOS:000261488900041,R01CA56821,NIH,USA,7,,
19244113,WOS:000264541300013,R01-GM067893,NIH,USA,7,,
19838209,WOS:000273650000008,R01 CA074285,NIH,USA,7,,
19931152,WOS:000272169400014,R01-CA057621,NIH,USA,7,,
18838249,WOS:000261839400001,T32 AR07369,NIH,USA,7,,
20459602,WOS:000278191100001,(R01) CA97098,NIH,USA,7,,
19828476,WOS:000274974300005,K24 NS 060950,NIH,USA,7,,
18829484,WOS:000260142500017,CA56036-08,NIH,USA,7,,
18836717,WOS:000263671400008,CA90873,NIH,USA,7,,
21840483,WOS:000294099700007,1R01CA137050-01A2,NIH,USA,7,,
19549889,WOS:000267691800005,R01-CA129371,NIH,USA,7,,
20551832,WOS:000279280600009,1UL1RR025011,NIH,USA,7,,
21199795,WOS:000285826800004,M01-RR-01066,NIH,USA,7,,
20971039,WOS:000287340500006,DP2DK083076,NIH,USA,7,,
18802481,WOS:000259828600023,CA105001,NIH,USA,7,,
19228745,WOS:000263592600039,CA23318,NIH,USA,7,,
19333953,WOS:000265152800022,DE-015223,NIH,USA,7,,
21277223,WOS:000288621000004,R01 CA078846,NIH,USA,7,,
18438664,WOS:000259412300014,CA14520,NIH,USA,7,,
20337574,WOS:000277910200007,CA084176,NIH,USA,7,,
20091798,WOS:000277642800009,U01HG004735,NIH,USA,7,,
19384291,WOS:000268722800021,1R01CA120409,NIH,USA,7,,
19549918,WOS:000267691800008,GM071695,NIH,USA,7,,
19214220,WOS:000263928000023,U51RR00169,NIH,USA,7,,
18668136,WOS:000262655600022,CA133914,NIH,USA,7,,
18322686,WOS:000259670900013,M01 RR03186,NIH,USA,7,,
21620777,WOS:000291839500012,T32 CA009056,NIH,USA,7,,
21933889,WOS:000297158500024,SPORE P50-CA140388,NIH,USA,7,,
19752085,WOS:000270487600005,CA 107486,NIH,USA,7,,
20417200,WOS:000278731000010,ES 11804,NIH,USA,7,,
20981092,WOS:000283548600039,U01HG5208,NIH,USA,7,,
19214220,WOS:000263928000023,AI076014,NIH,USA,7,,
18767951,WOS:000259334600020,5RO1CA047407,NIH,USA,7,,
20406486,WOS:000278295200002,P50 CA086306,NIH,USA,7,,
19556965,WOS:000208433400007,NS 456125,NIH,USA,7,,
20933294,WOS:000286124200017,RO1-HL073221,NIH,USA,7,,
19269371,WOS:000263930900018,RO1-CA087869,NIH,USA,7,,
18838249,WOS:000261839400001,K01-AR052109,NIH,USA,7,,
18794853,WOS:000259651000022,P60 AR047782,NIH,USA,7,,
19407849,WOS:000270956100002,R01 CA118545,NIH,USA,7,,
19037234,WOS:000266218200021,CA16672,NIH,USA,7,,
20981092,WOS:000283548600039,R01GM59290,NIH,USA,7,,
20602913,WOS:000280029200001,R01 ROI CA83115,NIH,USA,7,,
21700764,WOS:000293843700004,R01 CA127153,NIH,USA,7,,
18794853,WOS:000259651000022,K24 AR0524-01,NIH,USA,7,,
14529386,WOS:000209053100007,CA90821,NIH,USA,7,,
19398955,WOS:000266886300005,CA095798,NIH,USA,7,,
19333953,WOS:000265152800022,R01-AR-445650,NIH,USA,7,,
20189480,WOS:000275346000006,AI071309,NIH,USA,7,,
19135894,WOS:000262318400020,CA095875,NIH,USA,7,,
21832238,WOS:000293739300003,1PN2-EY016586,NIH,USA,7,,
20636812,WOS:000278921500009,RNS061014,NIH,USA,7,,
19650904,WOS:000269544900001,R21AI078834,NIH,USA,7,,
19847166,WOS:000271419200042,T32 CA09172-33,NIH,USA,7,,
20830775,WOS:000286017500005,NCI PO1 81403,NIH,USA,7,,
19010870,WOS:000261014500044,K08-CA097980,NIH,USA,7,,
20981092,WOS:000283548600039,U01HG5211,NIH,USA,7,,
19156413,WOS:000266372400015,CA095128,NIH,USA,7,,
21983785,WOS:000296584000016,CA83115,NIH,USA,7,,
19426219,WOS:000265409800009,R01 CA118153,NIH,USA,7,,
20133564,WOS:000274251800028,R01 HL058108,NIH,USA,7,,
