wos_id,grant_number,grant_organization,country,agencies
WOS:000260611600009,M01 RR10710,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00827,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00082,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,R01 RR00065,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00188,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR01066,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00070,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00400,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00065,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00037,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR023940,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 111100400,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00069,National Institutes of Health General Clinical Research Center,USA,1
WOS:000260611600009,M01 RR00039,National Institutes of Health General Clinical Research Center,USA,1
WOS:000266791100031,M01 RR00064,National Institutes of Health General Clinical Research Center,USA,1
WOS:000283845300060,49835,National Institutes of Health NIDDK,USA,1
WOS:000283845300060,75302,National Institutes of Health NIDDK,USA,1
WOS:000264819700028,N01-HG-65403,National Institutes of Health to the Johns Hopkins University,USA,1
WOS:000296009500001,CIPRA KH001/DAID-ES ID 10425,"National Institutes of Health, National Institute of Allergy and Infectious Diseases, Division of AIDS",USA,1
WOS:000287439600030,PharmGKB (R24 GM61374),"National Institutes of Health's (National Institute of General Medical Sciences, National Institute of Child Health and Human Development, and National Cancer Institute) Pharmacogenomics Research Network (PGRN)",USA,1
WOS:000287439600030,P30 CA21765,"National Institutes of Health's (National Institute of General Medical Sciences, National Institute of Child Health and Human Development, and National Cancer Institute) Pharmacogenomics Research Network (PGRN)",USA,1
WOS:000287439600030,PAAR4Kids (UO1 GM92666),"National Institutes of Health's (National Institute of General Medical Sciences, National Institute of Child Health and Human Development, and National Cancer Institute) Pharmacogenomics Research Network (PGRN)",USA,1
WOS:000259090800050,CONTE: 2 P50 MH066392-05A1,National Institutes of Mental Health (USA),USA,1
WOS:000291643800008,1R01LM010140-01,National Library of Medicine,USA,1
WOS:000263834600010,MCB-0237297,National Science Foundation,USA,1
WOS:000301672400029,U01-CA099168,NCI,USA,1
WOS:000298854200001,CA 21765,NCI,USA,1
WOS:000298854200001,CA 36401,NCI,USA,1
WOS:000301672400029,U01-CA062505,NCI,USA,1
WOS:000301672400029,P30-CA47904,NCI,USA,1
WOS:000286708300011,R01CA142698,NCI,USA,1
WOS:000266193700004,P50-CA58223-09A1,NCI Breast SPORE,USA,1
WOS:000292982200003,P30-CA008748,NCI Cancer Center,USA,1
WOS:000266193700004,P30 CA42014-19,NCI Cancer Center Support,USA,1
WOS:000266193700004,P30 CA91842,NCI Cancer Center Support,USA,1
WOS:000262104900029,P30 CA08748,NCI Cancer Center Support Grant,USA,1
WOS:000295885200020,P50-CA090578,NCI Lung Cancer Spore,USA,1
WOS:000283546400004,CA47179,NCI-ASCO Cancer Foundation,USA,1
WOS:000283546400004,CA06516,NCI-ASCO Cancer Foundation,USA,1
WOS:000271378400003,S10 RR13795,NCRR,USA,1
WOS:000271378400003,S10 RR16849,NCRR,USA,1
WOS:000298369500005,UL1 RR025747,NCRR,USA,1
WOS:000298369500005,M01 RR00400,NCRR,USA,1
WOS:000288553800011,C06 RR - 12088,NCRR,USA,1
WOS:000258582700015,1UL1 RR02497501,NCRR/NIH,USA,1
WOS:000292528300005,UL1RR025014,NCRR/NIH,USA,1
WOS:000282468600003,LSHP-CT-2006-037570,NEAT (European Union),USA,1
WOS:000281422400022,P30-CA-16042,Nebraska State Cancer and Smoking-Related Diseases Research,USA,24
WOS:000281422400022,LB595,Nebraska State Cancer and Smoking-Related Diseases Research,USA,24
WOS:000266320000001,R01EY009859,NEI,USA,1
WOS:000273649200001,NS 32228,Neurologic AIDS Research Consortium,USA,1
WOS:000283548600039,050-72-436,NGI/EBI,USA,1
WOS:000281458800021,RC1HL099516,NHLBI,USA,1
WOS:000298234900011,U10-AA13566,NIAAA,USA,1
WOS:000298234900011,K01AI071725,NIAID,USA,1
WOS:000281458800021,R37DK047967,NIDDK,USA,1
WOS:000281458800021,P30DK054759,NIDDK,USA,1
WOS:000258761200025,DK064869,NIDDK,USA,1
WOS:000260043800040,DK46635,NIDDK,USA,1
WOS:000271121100001,ES01247,NIEHS,USA,1
WOS:000271121100001,ES07026,NIEHS Toxicology Training,USA,1
WOS:000272645600068,RO1 GM36823,NIGMS,USA,1
WOS:000287320500001,U01-HG-004610,NIGMS,USA,1
WOS:000287320500001,U01-HG-004608,NIGMS,USA,1
WOS:000287320500001,U01-HG-04599,NIGMS,USA,1
WOS:000287320500001,U01HG004609,NIGMS,USA,1
WOS:000287320500001,U01-HG-04603,NIGMS,USA,1
WOS:000259501300030,CA57345,NIH,USA,1
WOS:000292974800004,CA120060-01,NIH,USA,1
WOS:000283548600039,R01GM72861,NIH,USA,1
WOS:000283548600039,P41HG4221,NIH,USA,1
WOS:000279659300005,1P30DK072482-01A1,NIH,USA,1
WOS:000264830100033,93.839,NIH,USA,1
WOS:000282879900024,R01 CA108794,NIH,USA,1
WOS:000283548600039,R01HG4960,NIH,USA,1
WOS:000278485900023,P30CA016772,NIH,USA,1
WOS:000277589600001,K08 HL067260,NIH,USA,1
WOS:000278485900023,NO1PC35145,NIH,USA,1
WOS:000290560800007,R01CA121110,NIH,USA,1
WOS:000283548600039,R01HG4719,NIH,USA,1
WOS:000259501300030,CA43460,NIH,USA,1
WOS:000292974200004,R01 DK084049,NIH,USA,1
WOS:000283548600039,P41HG2371,NIH,USA,1
WOS:000259501300039,HL07638,NIH,USA,1
WOS:000283548600039,R01HG4333,NIH,USA,1
WOS:000264559800037,GM078914,NIH,USA,1
WOS:000259501300030,CA62924,NIH,USA,1
WOS:000281019600004,GM080742,NIH,USA,1
WOS:000287914400024,R01-CA121210,NIH,USA,1
WOS:000265501000001,GM 43949,NIH,USA,1
WOS:000283548600039,U01HG5209,NIH,USA,1
WOS:000299157900002,R00CA126184,NIH,USA,1
WOS:000300767100009,AI028246,NIH,USA,1
WOS:000279659300005,1K23DK075788-01,NIH,USA,1
WOS:000262601200003,M01-RR07122,NIH,USA,1
WOS:000290560800007,P01CA94060,NIH,USA,1
WOS:000283548600039,U01HG5208,NIH,USA,1
WOS:000280215400006,AI071820,NIH,USA,1
WOS:000298369500005,UL1 RR024989,NIH,USA,1
WOS:000278295200002,P50 CA086306,NIH,USA,1
WOS:000296424200005,1UL1 RR025744,NIH,USA,1
WOS:000281019600004,DK051870,NIH,USA,1
WOS:000260109600035,PO1 HL-51670,NIH,USA,1
WOS:000261393600019,R01 GM41890,NIH,USA,1
WOS:000266454800015,P30 CA125123,NIH,USA,1
WOS:000283548600039,R01GM59290,NIH,USA,1
WOS:000283548600039,R01MH84698,NIH,USA,1
WOS:000283548600039,U54HG2757,NIH,USA,1
WOS:000264559800037,GM61905,NIH,USA,1
WOS:000278485900023,UO1CA076293,NIH,USA,1
WOS:000275657100050,2R01EB001987,NIH,USA,1
WOS:000278485900023,RO1CA87895,NIH,USA,1
WOS:000283548600039,U54HG2750,NIH,USA,1
WOS:000283548600039,U01HG5211,NIH,USA,1
WOS:000296424200005,K23 DK075788,NIH,USA,1
WOS:000300767100009,AI074340,NIH,USA,1
WOS:000278485900023,P50CA70907,NIH,USA,1
WOS:000278485900023,RO1CA060691,NIH,USA,1
WOS:000274599600016,T32 DK-07542,NIH,USA,1
WOS:000296424200005,P30 DK27651,NIH,USA,1
WOS:000277589600001,R01 HL64044,NIH,USA,1
WOS:000283548600039,P01HG4120,NIH,USA,1
WOS:000273188800007,AR043903,NIH,USA,1
WOS:000283548600039,RC2HG5552,NIH,USA,1
WOS:000261393600019,CA089021,NIH,USA,1
WOS:000207445800009,GM29090,NIH,USA,1
WOS:000301672400029,HHSN261200800001E,NIH,USA,1
WOS:000292974200004,HL51670,NIH,USA,1
WOS:000283548600039,P41HG4222,NIH,USA,1
WOS:000268520600002,NS41997,NIH,USA,1
WOS:000208529200012,R01 NS23740,NIH,USA,1
WOS:000283548600039,P50HG2357,NIH,USA,1
WOS:000263287100015,DK047967,NIH,USA,1
WOS:000261393600019,R01 CA122794,NIH,USA,1
WOS:000279659300005,1P01DK72482-01A1,NIH,USA,1
WOS:000306670300011,R56 AI071909,NIH,USA,1
WOS:000260109600035,R01 HL-075363,NIH,USA,1
WOS:000277589600001,P01 HL051811,NIH,USA,1
WOS:000285344600048,CA134502,NIH,USA,1
WOS:000259501300030,NS052507,NIH,USA,1
WOS:000260732200021,N01-CO-12400,NIH,USA,1
WOS:000287914400024,R21-CA115051,NIH,USA,1
WOS:000292974200004,HL091842,NIH,USA,1
WOS:000287914400024,CA129243,NIH,USA,1
WOS:000207455400027,P30 CA08748,NIH,USA,1
WOS:000264559800037,GM073197,NIH,USA,1
WOS:000207455400027,R24CA83084,NIH,USA,1
WOS:000283548600039,R01HG3698,NIH,USA,1
WOS:000263091300013,HD043569,NIH,USA,1
WOS:000292974800004,R01CA137008-01,NIH,USA,1
WOS:000283548600039,R01HG3229,NIH,USA,1
WOS:000208529200012,HD18658,NIH,USA,1
WOS:000280483500028,HL 098220,NIH,USA,1
WOS:000266496400002,K02AG023582,NIH,USA,1
WOS:000304364900007,5R01-HL095130,NIH,USA,1
WOS:000279659300005,5R01DK60065-05,NIH,USA,1
WOS:000273412900020,2R01GM069832,NIH,USA,1
WOS:000260109600035,K01 DK-073367,NIH,USA,1
WOS:000278485900023,P30ES06096,NIH,USA,1
WOS:000294454700006,HHSN261200800001E,NIH,USA,1
WOS:000283548600039,U01HG5210,NIH,USA,1
WOS:000292974800004,1U01CA141457-01,NIH,USA,1
WOS:000290560800007,R01GM54668,NIH,USA,1
WOS:000278485900023,P30ES007789,NIH,USA,1
WOS:000266496400002,R01AG21094,NIH,USA,1
WOS:000273204500014,HL16634,NIH,USA,1
WOS:000261393600019,R01 AG2400401,NIH,USA,1
WOS:000296424200005,5UL1 RR025777,NIH,USA,1
WOS:000259501300030,5P50-NS-20023,NIH,USA,1
WOS:000292974200004,DK54759,NIH,USA,1
WOS:000259501300030,CA09547,NIH,USA,1
WOS:000272723400001,P30 ES013508,NIH,USA,1
WOS:000266454800015,R01 AG2400401,NIH,USA,1
WOS:000272723400001,K08 HL081080,NIH,USA,1
WOS:000271121100001,R01-HL085613,NIH,USA,1
WOS:000263287100015,HL58340,NIH,USA,1
WOS:000259501300030,CA108786,NIH,USA,1
WOS:000280215400006,AI060449,NIH,USA,1
WOS:000296424200005,UL1 RR 025758,NIH,USA,1
WOS:000300767100009,AI048484,NIH,USA,1
WOS:000270175900004,NHLBI (5T32HL007106-33),NIH,USA,1
WOS:000278485900023,R01CA133996,NIH,USA,1
WOS:000300767100009,AI056997,NIH,USA,1
WOS:000261393600019,P01 CA117969,NIH,USA,1
WOS:000280483500028,T32 GM007171,NIH,USA,1
WOS:000296424200005,UL1 RR024989,NIH,USA,1
WOS:000304364900007,5K23-AI066885,NIH,USA,1
WOS:000298369500005,P30 DK27651,NIH,USA,1
WOS:000292974800004,P50 CA127003,NIH,USA,1
WOS:000259501300030,CA121113,NIH,USA,1
WOS:000266454800015,R01 CA122794,NIH,USA,1
WOS:000265782100006,NS044832,NIH,USA,1
WOS:000283548600039,U41HG4568,NIH,USA,1
WOS:000292974800004,R01CA140594,NIH,USA,1
WOS:000264830100033,2 P01 HL053750-11,NIH,USA,1
WOS:000283548600039,U01HG5214,NIH,USA,1
WOS:000261393600019,K08 AG024004,NIH,USA,1
WOS:000262545400002,DK 37206,NIH,USA,1
WOS:000283548600039,R01HG2651,NIH,USA,1
WOS:000277589600001,C06 RR015455,NIH,USA,1
WOS:000279659300005,1R03DK084110-01,NIH,USA,1
WOS:000266221100005,NS049477,NIH,USA,1
WOS:000259501300030,CA11898,NIH,USA,1
WOS:000258947500017,DK75295,NIH,USA,1
WOS:000268520600002,GM076547,NIH,USA,1
WOS:000273934100053,R03-TW007829,NIH Fogarty International Center,USA,1
WOS:000268405700008,P30 DK065988,NIH Molecular Therapy Core Center,USA,1
WOS:000279989800035,P30 DK065988-01,NIH Molecular Therapy Core Center,USA,1
WOS:000278653500002,RR-00070,NIH Research,USA,1
WOS:000278653500002,K23MH079114,NIH Research,USA,1
WOS:000271089900006,T32HL007101,NIH T32 training grant,USA,1
WOS:000277159800048,RO1GM081083,"NIH, Center for Systems Biology",USA,1
WOS:000277159800048,R01HD048895,"NIH, Center for Systems Biology",USA,1
WOS:000277159800048,RC2HG005608,"NIH, Center for Systems Biology",USA,1
WOS:000277159800048,GM076547,"NIH, Center for Systems Biology",USA,1
WOS:000277159800048,R01HL094976,"NIH, Center for Systems Biology",USA,1
WOS:000277159800048,RZ1HG004749,"NIH, Center for Systems Biology",USA,1
WOS:000269064600004,K08CA96610-01,NIH/National Cancer Institnte,USA,1
WOS:000269064600004,R01CA116167,NIH/National Cancer Institnte,USA,1
WOS:000269064600004,R01CA125636,NIH/National Cancer Institnte,USA,1
WOS:000269064600004,R01CA116201,NIH/National Cancer Institnte,USA,1
WOS:000278545000041,R01-CA121210,NIH/National Cancer Institute,USA,1
WOS:000276738400015,RO1CA120954,NIH/National Cancer Institute,USA,1
WOS:000292982200003,R01-CA121210,NIH/National Cancer Institute (NCI),USA,1
WOS:000292982200003,P01-CA129243,NIH/National Cancer Institute (NCI),USA,1
WOS:000292982200003,U54-CA143798,NIH/National Cancer Institute (NCI),USA,1
WOS:000275657100050,1P01CA129243-02,NIH/NCI,USA,1
WOS:000299157900002,U54 CA151819A,NIH/NCI NanoSystems Biology Cancer Center,USA,1
WOS:000298369500005,UL1 RR024153,NIH/NCRR/CTSA,USA,1
WOS:000273860600037,MO1-RR000056,NIH/NCRR/GCRC,USA,1
WOS:000281308400016,5P30DK072482-03,NIH/NIDDK,USA,1
WOS:000299157900002,P50GM076547,NIH/NIGMS Center for Systems Biology,USA,1
WOS:000278879400009,UO1GM61374,NIH/NIGMS Pharmacogenetics Research Network (PGRN),USA,1
WOS:000298854200001,U01 GM92666,NIH/NIGMS Pharmacogenomics Research Network,USA,1
WOS:000298854200001,U01 HL65899,NIH/NIGMS Pharmacogenomics Research Network,USA,1
WOS:000304364900007,P30-AI027763,"NIH/University of California, San Francisco-Gladstone Institute of Virology and Immunology Center for AIDS Research",USA,1
WOS:000260277400004,N01 MH90001,NIMH,USA,1
WOS:000259090800049,R01 MH078075,NIMH,USA,1
WOS:000291643800008,U54-AI057158,Northeast Biodefense Center,USA,26
WOS:000266988000018,U01 CA69417,Northern California Cancer Center,USA,27
WOS:000264773600030,1111.1,Novartis and NCI under CRADA,USA,1
WOS:000261533700002,MCB-0643253,NSF,USA,28
WOS:000280486700004,P50 CA105009,Ovarian Cancer Specialized Program of Research Excellence (SPORE),USA,1
WOS:000266988000018,P50 CA83638,Ovarian Cancer SPORE,USA,1
WOS:000295714700021,P50 CA083639,Ovarian Cancer SPORE grant,USA,1
WOS:000281680000010,PTC124,PTC Therapeutics,USA,29
WOS:000272254400050,DK54477,Public Health Service,USA,1
WOS:000261528200016,CA74811,Public Health Service,USA,1
WOS:000281422400022,R01-CA102776,Public Health Service,USA,1
WOS:000272254400050,DK61562,Public Health Service,USA,1
WOS:000261528200016,CA32102,Public Health Service,USA,1
WOS:000272254400050,CA85700,Public Health Service,USA,1
WOS:000261528200016,CA80775,Public Health Service,USA,1
WOS:000261528200016,CA39229,Public Health Service,USA,1
WOS:000261528200016,CA14028,Public Health Service,USA,1
WOS:000261528200016,CA21115,Public Health Service,USA,1
WOS:000261528200016,CA16116,Public Health Service,USA,1
WOS:000261528200016,CA38926,Public Health Service,USA,1
WOS:000281422400022,NO1-CN-6700,Public Health Service,USA,1
WOS:000261528200016,CA66636,Public Health Service,USA,1
WOS:000272254400050,NS041777,Public Health Service,USA,1
WOS:000281422400022,R01-CA83855,Public Health Service,USA,1
WOS:000272254400050,EY10804,Public Health Service,USA,1
WOS:000261528200016,CA27057,Public Health Service,USA,1
WOS:000261528200016,CA23318,Public Health Service,USA,1
WOS:000272254400050,AG0005917,Public Health Service,USA,1
WOS:000264773600030,U10 CA076001,Public Health Service Grants,USA,1
WOS:000291256100010,C06 RR-016489-01,Research Facilities Improvement Program,USA,1
WOS:000270707900020,014-93-015,Research Institute for Diseases in the Elderly,USA,25
WOS:000266988000018,RFP N02PC45022-46,Research Triangle Institute Informatics Support Center,USA,26
WOS:000273649200001,AI68634,SDMC,USA,1
WOS:000295783300023,SU2C-AACR-DT0409,Stand Up To Cancer-American Association for Cancer Research Dream Team,USA,27
WOS:000298369500005,CFF CLANCY09YO,Stanford University,USA,0
WOS:000298369500005,NIH 1UL1 RR025744,Stanford University,USA,1
WOS:000298369500005,IUL1 RR025777,Stanford University,USA,1
WOS:000298369500005,AMIN09YO,Stanford University,USA,1
WOS:000298369500005,NIH K23 DK075788,Stanford University,USA,1
WOS:000259090800050,MH071681,Stanley Medical Research Institute,USA,1
WOS:000293304400006,1 U01 AI068634,"Statistical and Data Management Center of the AIDS Clinical Trials Group, under the National Institute of Allergy and Infectious Diseases",USA,1
WOS:000289078700001,AI68634,Statistical Data Management Center,USA,1
WOS:000289078700001,AI38855,Statistical Data Management Center,USA,1
WOS:000266454800015,KG090355,Susan G. Komen for the Cure Foundation,USA,28
WOS:000280486700006,FAS0703849,Susan G. Komen Foundation,USA,28
WOS:000290560800007,BCTR122106,Susan G. Komen grant,USA,28
WOS:000207455400027,K08-CA097980,The Joan Scarangello Foundation,USA,29
WOS:000207455400027,R01-CA120247,The Joan Scarangello Foundation,USA,29
WOS:000207455400027,R01-CA121210,The Joan Scarangello Foundation,USA,29
WOS:000300207400005,UL1 RR 025005,The Johns Hopkins Institute for Clinical and Translational Research (National Center for Research Resources),USA,1
WOS:000265314900045,DOD S81XWH-04-1-0576,U.S. Department of Defense,USA,9
WOS:000275030400003,W81XWH-07-0029,U.S. Department of Defense,USA,9
WOS:000260611600009,1R01FD003016-01,U.S. Food and Drug Administration,USA,17
WOS:000295357300019,1K23DK075788-01,U.S. National Institute of Health,USA,1
WOS:000295357300019,1P30DK072482-01A1,U.S. National Institute of Health,USA,1
WOS:000295357300019,1F30HL096389-01,U.S. National Institute of Health,USA,1
WOS:000295357300019,1R03DK084110-01,U.S. National Institute of Health,USA,1
WOS:000295357300019,T32 GM008361,U.S. National Institute of Health,USA,1
WOS:000271272500012,DK37206,U.S. National Institutes of Health,USA,1
WOS:000285005400046,DK051870,U.S. National Institutes of Health,USA,1
WOS:000259629000021,R01 GM076637,U.S. National Institutes of Health (NIH),USA,1
WOS:000259629000021,BSC-0552486,U.S. National Science Foundation (NSF),USA,1
WOS:000265314900045,R01 CA108794,U.S. NIH,USA,1
WOS:000277489000002,P30 CA13148,UAB Comprehensive Cancer Center,USA,1
WOS:000271378400003,P30 CA13148,UAB Comprehensive Cancer Center,USA,1
WOS:000293304400006,AI69432,UCSD ACTU,USA,1
WOS:000293304400006,AI36214,UCSD Center for AIDS Research,USA,1
WOS:000288553800011,UL1 RR024131,UCSF Clinical and Translational Research Institute Clinical Research Center,USA,1
WOS:000304364900007,UL1 RR024131-01,UCSF Clinical and Translational Science Institute,USA,1
WOS:000288553800011,P30 AI027763,UCSF/Gladstone Institute of Virology and Immunology Center for AIDS Research,USA,1
WOS:000293304400006,AI50410,UNC Center for AIDS Research,USA,1
WOS:000291062200013,P30 AI050410(-11),UNC CFAR,USA,1
WOS:000291062200013,UL 1RR 025747,UNC CTRC,USA,1
WOS:000261726200008,SLY04A0,United States Cystic Fibrosis Foundation,USA,1
WOS:000274980400014,W-31-109-Eng-38,"United States Department of Energy, Office of Science and Office of Basic Energy Sciences",USA,1
WOS:000263287100015,DK54759,University of Iowa Center for Gene Therapy,USA,1
WOS:000264036900041,P30 DK 54759,University of Iowa Gene Transfer Vector Core,USA,1
WOS:000269260100018,M01 RR 16500,University of Maryland General Clinical Research Center,USA,1
WOS:000266988000018,U01 CA69638,University of Melbourne,USA,1
WOS:000288553800011,CC99-SF-001,Universitywide AIDS Research Program,USA,30
WOS:000262649100031,PC061154,US Army Materiel Command,USA,9
WOS:000268520600002,DAMD17-03-1-0425,US Department of Defense,USA,9
WOS:000268520600002,DAMD17-03-1-0321,US Department of Defense,USA,9
WOS:000281422400022,DAMD-17-97-I-7112,US Department of Defense,USA,9
WOS:000281422400022,DAMD-17-03-I-0619,US Department of Defense,USA,9
WOS:000281422400022,DAMD-17-94-J-4340,US Department of Defense,USA,9
WOS:000281422400022,DAMD-17-96-I-6088,US Department of Defense,USA,9
WOS:000266791100031,1R01FD003016-01,US Food and Drug Administration grant,USA,17
WOS:000290908800016,CA-77852,US National Cancer Institute,USA,1
WOS:000290908800016,CA-105802,US National Cancer Institute,USA,1
WOS:000285344600048,RC2 CA148268,US National Cancer Institute,USA,1
WOS:000290908800016,CA-102029,US National Cancer Institute,USA,1
WOS:000285344600048,R33 CA128625,US National Cancer Institute,USA,1
WOS:000290908800016,AG-033061,US National Institute of Aging,USA,1
WOS:000258761200025,DK43351,US National Institute of Allergy and Infection Diseases,USA,1
WOS:000258761200025,AI062773,US National Institute of Allergy and Infection Diseases,USA,1
WOS:000258761200025,HL088297,US National Institute of Allergy and Infection Diseases,USA,1
WOS:000258912700011,GM036278,US National Institutes of Health,USA,1
WOS:000262649100031,R37 HD33438,US National Institutes of Health,USA,1
WOS:000258912700011,GM62662,US National Institutes of Health,USA,1
WOS:000263640200013,R01CA90899,US National Institutes of Health,USA,1
WOS:000263640200013,R01CA100374,US National Institutes of Health,USA,1
WOS:000283000500028,1R03DK084110-01,US National Institutes of Health,USA,1
WOS:000262649100031,K12 DK083014,US National Institutes of Health,USA,1
WOS:000263640200013,R01CA70867,US National Institutes of Health,USA,1
WOS:000262649100031,R01 DK078121,US National Institutes of Health,USA,1
WOS:000301060800001,R01DA021525,US National Institutes of Health,USA,1
WOS:000263640200013,R01CA124558,US National Institutes of Health,USA,1
WOS:000262649100031,T32 DK00763,US National Institutes of Health,USA,1
WOS:000262649100031,U54 HD07495,US National Institutes of Health,USA,1
WOS:000281266800032,R01DA021525,US National Institutes of Health,USA,1
WOS:000283000500028,1P30DK072482-01A1,US National Institutes of Health,USA,1
WOS:000263640200013,R01CA64277,US National Institutes of Health,USA,1
WOS:000262649100031,P01 HD36289,US National Institutes of Health,USA,1
WOS:000283000500028,1K23DK075788-01,US National Institutes of Health,USA,1
WOS:000262649100031,R01 HD42500,US National Institutes of Health,USA,1
WOS:000262649100031,R01 HD32067,US National Institutes of Health,USA,1
WOS:000262649100031,R01 CA60651,US National Institutes of Health,USA,1
WOS:000272802500008,UR98647,US National Institutes of Health (NIH),USA,1
WOS:000272802500008,HL79442,US National Institutes of Health (NIH),USA,1
WOS:000272802500008,DK72506,US National Institutes of Health (NIH),USA,1
WOS:000272802500008,DK075302,US National Institutes of Health (NIH),USA,1
WOS:000261393600019,CA120060-01,US National Institutes of Health (NIH),USA,1
WOS:000272802500008,AG78594,US National Institutes of Health (NIH),USA,1
WOS:000272802500008,AG03197,US National Institutes of Health (NIH),USA,1
WOS:000272802500008,GM42336,US National Institutes of Health (NIH),USA,1
WOS:000272802500008,DK23567,US National Institutes of Health (NIH),USA,1
WOS:000272802500008,DK68196,US National Institutes of Health (NIH),USA,1
WOS:000272802500008,NS055781,US National Institutes of Health (NIH),USA,1
WOS:000283352900007,R01-CA121210,US National Institutes of Health (NIH) National Cancer Institute (NCI),USA,1
WOS:000283352900007,U54-CA143798,US National Institutes of Health (NIH) National Cancer Institute (NCI),USA,1
WOS:000283352900007,P01-CA129243,US National Institutes of Health (NIH) National Cancer Institute (NCI),USA,1
WOS:000268740200015,U01 GM63340,US national Institutes of Health Pharmacogenetics Research network,USA,1
WOS:000276892300058,AI18785,US Public Health Service,USA,1
WOS:000276892300058,ES11810,US Public Health Service,USA,1
WOS:000276892300058,HL62410,US Public Health Service,USA,1
WOS:000276892300058,AI17134,US Public Health Service,USA,1
WOS:000275454500023,RO1 HL07433,US Public Health Service National Institutes of Health,USA,1
WOS:000275454500023,RO1 AI25011,US Public Health Service National Institutes of Health,USA,1
WOS:000278078600013,2006/301,US-Israel Binational Science Foundation,USA,31
WOS:000292204300032,U24CA143882,USA National Institutes of Health,USA,1
WOS:000292204300032,U24CA143731,USA National Institutes of Health,USA,1
WOS:000292204300032,U24CA143840,USA National Institutes of Health,USA,1
WOS:000292204300032,R21CA135877,USA National Institutes of Health,USA,1
WOS:000292204300032,U24CA143835,USA National Institutes of Health,USA,1
WOS:000292204300032,U24CA143848,USA National Institutes of Health,USA,1
WOS:000292204300032,U24CA143866,USA National Institutes of Health,USA,1
WOS:000292204300032,U24CA143867,USA National Institutes of Health,USA,1
WOS:000292204300032,U24CA143845,USA National Institutes of Health,USA,1
WOS:000292204300032,U24CA143858,USA National Institutes of Health,USA,1
WOS:000292204300032,U24CA143843,USA National Institutes of Health,USA,1
WOS:000292204300032,U24CA144025,USA National Institutes of Health,USA,1
WOS:000292982200003,P30-CA68485,Vanderbilt-Ingram Cancer Center,USA,1
WOS:000263640200013,P30 CA68485,Vanderbilt-Ingram Cancer Center,USA,1
WOS:000283352900007,P30-CA68485,Vanderbilt-Ingram Cancer Center (VICC),USA,1
WOS:000283352900007,CA90949,Vanderbilt's Specialized Program of Research Excellence in Lung Cancer,USA,1
WOS:000292982200003,CA90949,Vanderbilt's SPORE in Lung Cancer,USA,1
WOS:000298369500005,CTSA UL1 RR024134,Vertex Pharmaceuticals,USA,23
WOS:000302813000007,I01 CX000418-01A1,Veterans Administration MERIT,USA,32
WOS:000284213200011,U01 HG04603,VGER: Vanderbilt Genome-Electronic Records Project,USA,1
WOS:000288701100007,NSC97-3112-B-001-007,Academy-Industry Collaboration Program,X,3
WOS:000288701100007,NSC95-3112- B-001-023,Academy-Industry Collaboration Program,X,3
WOS:000260041400007,37627,AnEUploidy,X,4
WOS:000273441000002,CT94-1637,BIOMED 1,X,5
WOS:000273441000002,CT97-2713,BIOMED 2,X,5
WOS:000266988000018,U01 CA69467,Breast Cancer Family Registry and Principal Investigators,X,6
WOS:000288701100008,F136,Clinical Research and Development Committee,X,2
WOS:000263091300012,NFBC1986,DNA,X,7
WOS:000263091300013,219250,EPICURE,X,8
WOS:000263091300013,LSHM-CT-2006-037315,EPICURE,X,8
WOS:000299153200008,3.4.592.06F,FRSM,X,9
WOS:000264918700017,HKU/778708,General Research Fund,X,10
WOS:000273649200001,NCT00013529,GlaxoSmithKline,X,11
WOS:000296355100001,DKR 100.000,GlaxoSmithKline,X,12
WOS:000265761900018,03-336,International. Cancer Research,X,13
WOS:000286692400007,G0600776,MAC,X,14
WOS:000270777000008,U01 AI46957,MAID,X,15
WOS:000270777000008,U01 AI068641,MAID,X,15
WOS:000269220100007,2006CB910601,Major State Basic Research Development Program,X,16
WOS:000268398000027,2041361,Medical Panel,X,17
WOS:000283548600039,PSR-SIIRI-195,"Ministry of Economic Development, Innovation and Trade",X,18
WOS:000275413800030,R16-2001-002-01001-0,"Ministry of Education, Science and Technology",X,18
WOS:000262728100026,CRC 97109,NA,X,19
WOS:000269180500014,KL2,National Health Institute,X,20
WOS:000267566800015,RG-1912,National Multiple Sclerosis Society,X,1
WOS:000302620900024,NSC98-2314-B-001-001-MY3,National Science Council,X,21
WOS:000283840700003,CI 2005-0308007,SENY Fundation,X,22
WOS:000273711700002,TSA 2008/05,Stroke Association,X,23
WOS:000300719600005,EU-FP6-2005-LH-037365,TargetScreen2,X,24
